Customer_ID,Actual_Churn,Churn_Probability,Risk_Score,Risk_Level,Retention_Priority,Recommended_Action
CUST112443,1,0.96258295,96.26,Critical,Immediate,Immediate retention intervention
CUST107469,1,0.9625691,96.26,Critical,Immediate,Immediate retention intervention
CUST122077,1,0.96248996,96.25,Critical,Immediate,Immediate retention intervention
CUST100045,0,0.96253014,96.25,Critical,Immediate,Immediate retention intervention
CUST100643,1,0.96252793,96.25,Critical,Immediate,Immediate retention intervention
CUST124446,1,0.962534,96.25,Critical,Immediate,Immediate retention intervention
CUST110543,1,0.96245074,96.25,Critical,Immediate,Immediate retention intervention
CUST135549,1,0.96245605,96.25,Critical,Immediate,Immediate retention intervention
CUST146360,1,0.9623771,96.24,Critical,Immediate,Immediate retention intervention
CUST105637,1,0.9623532,96.24,Critical,Immediate,Immediate retention intervention
CUST129872,1,0.96237797,96.24,Critical,Immediate,Immediate retention intervention
CUST137787,1,0.9623612,96.24,Critical,Immediate,Immediate retention intervention
CUST124607,1,0.9623942,96.24,Critical,Immediate,Immediate retention intervention
CUST112100,1,0.9623563,96.24,Critical,Immediate,Immediate retention intervention
CUST102080,1,0.9624035,96.24,Critical,Immediate,Immediate retention intervention
CUST119485,1,0.9623908,96.24,Critical,Immediate,Immediate retention intervention
CUST123398,1,0.9622584,96.23,Critical,Immediate,Immediate retention intervention
CUST132389,0,0.9622519,96.23,Critical,Immediate,Immediate retention intervention
CUST118388,1,0.9622879,96.23,Critical,Immediate,Immediate retention intervention
CUST130647,1,0.96231395,96.23,Critical,Immediate,Immediate retention intervention
CUST117878,1,0.96222764,96.22,Critical,Immediate,Immediate retention intervention
CUST110781,1,0.96221703,96.22,Critical,Immediate,Immediate retention intervention
CUST126975,1,0.96221745,96.22,Critical,Immediate,Immediate retention intervention
CUST125399,0,0.96219736,96.22,Critical,Immediate,Immediate retention intervention
CUST132553,1,0.9621559,96.22,Critical,Immediate,Immediate retention intervention
CUST136053,1,0.9622157,96.22,Critical,Immediate,Immediate retention intervention
CUST137578,0,0.96221614,96.22,Critical,Immediate,Immediate retention intervention
CUST129866,1,0.96220577,96.22,Critical,Immediate,Immediate retention intervention
CUST129114,1,0.96209174,96.21,Critical,Immediate,Immediate retention intervention
CUST124973,1,0.96214056,96.21,Critical,Immediate,Immediate retention intervention
CUST123265,0,0.96207875,96.21,Critical,Immediate,Immediate retention intervention
CUST116994,1,0.96206576,96.21,Critical,Immediate,Immediate retention intervention
CUST145280,1,0.96205163,96.21,Critical,Immediate,Immediate retention intervention
CUST129736,1,0.96211183,96.21,Critical,Immediate,Immediate retention intervention
CUST136323,1,0.96213084,96.21,Critical,Immediate,Immediate retention intervention
CUST119168,1,0.9621079,96.21,Critical,Immediate,Immediate retention intervention
CUST141321,1,0.962073,96.21,Critical,Immediate,Immediate retention intervention
CUST109746,1,0.96198565,96.2,Critical,Immediate,Immediate retention intervention
CUST147020,1,0.96195483,96.2,Critical,Immediate,Immediate retention intervention
CUST144585,1,0.96201533,96.2,Critical,Immediate,Immediate retention intervention
CUST100449,0,0.96195483,96.2,Critical,Immediate,Immediate retention intervention
CUST125264,1,0.9620463,96.2,Critical,Immediate,Immediate retention intervention
CUST137901,1,0.9620335,96.2,Critical,Immediate,Immediate retention intervention
CUST140406,1,0.9618561,96.19,Critical,Immediate,Immediate retention intervention
CUST118322,0,0.9619408,96.19,Critical,Immediate,Immediate retention intervention
CUST121436,1,0.96192354,96.19,Critical,Immediate,Immediate retention intervention
CUST125346,1,0.961939,96.19,Critical,Immediate,Immediate retention intervention
CUST132626,1,0.961916,96.19,Critical,Immediate,Immediate retention intervention
CUST104874,1,0.9619276,96.19,Critical,Immediate,Immediate retention intervention
CUST119564,1,0.96182215,96.18,Critical,Immediate,Immediate retention intervention
CUST133318,1,0.96178645,96.18,Critical,Immediate,Immediate retention intervention
CUST131821,1,0.961831,96.18,Critical,Immediate,Immediate retention intervention
CUST138373,1,0.9618373,96.18,Critical,Immediate,Immediate retention intervention
CUST141028,1,0.9617971,96.18,Critical,Immediate,Immediate retention intervention
CUST109751,0,0.9617559,96.18,Critical,Immediate,Immediate retention intervention
CUST145430,1,0.9617765,96.18,Critical,Immediate,Immediate retention intervention
CUST127353,1,0.96181303,96.18,Critical,Immediate,Immediate retention intervention
CUST100236,1,0.9618162,96.18,Critical,Immediate,Immediate retention intervention
CUST130045,1,0.96181524,96.18,Critical,Immediate,Immediate retention intervention
CUST125726,1,0.961825,96.18,Critical,Immediate,Immediate retention intervention
CUST119146,1,0.96177685,96.18,Critical,Immediate,Immediate retention intervention
CUST101564,1,0.9616742,96.17,Critical,Immediate,Immediate retention intervention
CUST104462,1,0.96172416,96.17,Critical,Immediate,Immediate retention intervention
CUST132706,1,0.96166337,96.17,Critical,Immediate,Immediate retention intervention
CUST110565,1,0.96167827,96.17,Critical,Immediate,Immediate retention intervention
CUST108314,1,0.96174806,96.17,Critical,Immediate,Immediate retention intervention
CUST120406,1,0.961674,96.17,Critical,Immediate,Immediate retention intervention
CUST111225,1,0.9616836,96.17,Critical,Immediate,Immediate retention intervention
CUST121039,1,0.96174103,96.17,Critical,Immediate,Immediate retention intervention
CUST131431,1,0.96158767,96.16,Critical,Immediate,Immediate retention intervention
CUST105371,1,0.9616152,96.16,Critical,Immediate,Immediate retention intervention
CUST147835,1,0.9616292,96.16,Critical,Immediate,Immediate retention intervention
CUST107961,1,0.96154547,96.15,Critical,Immediate,Immediate retention intervention
CUST116734,1,0.9614619,96.15,Critical,Immediate,Immediate retention intervention
CUST102147,1,0.9614585,96.15,Critical,Immediate,Immediate retention intervention
CUST134070,1,0.9614815,96.15,Critical,Immediate,Immediate retention intervention
CUST116526,1,0.96147084,96.15,Critical,Immediate,Immediate retention intervention
CUST102687,1,0.9615213,96.15,Critical,Immediate,Immediate retention intervention
CUST113723,1,0.9615411,96.15,Critical,Immediate,Immediate retention intervention
CUST115973,1,0.96147466,96.15,Critical,Immediate,Immediate retention intervention
CUST102779,1,0.9614033,96.14,Critical,Immediate,Immediate retention intervention
CUST123046,1,0.96138984,96.14,Critical,Immediate,Immediate retention intervention
CUST118098,1,0.9614426,96.14,Critical,Immediate,Immediate retention intervention
CUST124921,1,0.9614153,96.14,Critical,Immediate,Immediate retention intervention
CUST115472,1,0.9613883,96.14,Critical,Immediate,Immediate retention intervention
CUST108960,1,0.9613731,96.14,Critical,Immediate,Immediate retention intervention
CUST117220,1,0.9613753,96.14,Critical,Immediate,Immediate retention intervention
CUST105439,1,0.96136385,96.14,Critical,Immediate,Immediate retention intervention
CUST119527,1,0.96143115,96.14,Critical,Immediate,Immediate retention intervention
CUST104156,1,0.96134335,96.13,Critical,Immediate,Immediate retention intervention
CUST117569,1,0.9612597,96.13,Critical,Immediate,Immediate retention intervention
CUST101873,1,0.96126723,96.13,Critical,Immediate,Immediate retention intervention
CUST100465,1,0.96126246,96.13,Critical,Immediate,Immediate retention intervention
CUST140854,1,0.9613428,96.13,Critical,Immediate,Immediate retention intervention
CUST111611,1,0.9612831,96.13,Critical,Immediate,Immediate retention intervention
CUST115083,0,0.9613279,96.13,Critical,Immediate,Immediate retention intervention
CUST111789,1,0.9613444,96.13,Critical,Immediate,Immediate retention intervention
CUST143490,1,0.96133554,96.13,Critical,Immediate,Immediate retention intervention
CUST133555,1,0.96126944,96.13,Critical,Immediate,Immediate retention intervention
CUST125878,1,0.96122944,96.12,Critical,Immediate,Immediate retention intervention
CUST131654,0,0.96120805,96.12,Critical,Immediate,Immediate retention intervention
CUST124243,1,0.961211,96.12,Critical,Immediate,Immediate retention intervention
CUST123148,1,0.96123594,96.12,Critical,Immediate,Immediate retention intervention
CUST130514,1,0.9611986,96.12,Critical,Immediate,Immediate retention intervention
CUST129263,1,0.96115017,96.12,Critical,Immediate,Immediate retention intervention
CUST103660,1,0.9611537,96.12,Critical,Immediate,Immediate retention intervention
CUST135018,1,0.96118814,96.12,Critical,Immediate,Immediate retention intervention
CUST100647,1,0.96119577,96.12,Critical,Immediate,Immediate retention intervention
CUST105829,1,0.96118957,96.12,Critical,Immediate,Immediate retention intervention
CUST118931,1,0.96107095,96.11,Critical,Immediate,Immediate retention intervention
CUST109259,1,0.9610637,96.11,Critical,Immediate,Immediate retention intervention
CUST103817,1,0.9610583,96.11,Critical,Immediate,Immediate retention intervention
CUST112861,1,0.961055,96.11,Critical,Immediate,Immediate retention intervention
CUST106326,1,0.96109617,96.11,Critical,Immediate,Immediate retention intervention
CUST101439,1,0.96108365,96.11,Critical,Immediate,Immediate retention intervention
CUST124174,1,0.9610768,96.11,Critical,Immediate,Immediate retention intervention
CUST104195,1,0.96112835,96.11,Critical,Immediate,Immediate retention intervention
CUST120888,1,0.9610225,96.1,Critical,Immediate,Immediate retention intervention
CUST119175,1,0.9609732,96.1,Critical,Immediate,Immediate retention intervention
CUST130026,1,0.96092355,96.09,Critical,Immediate,Immediate retention intervention
CUST115659,1,0.96094775,96.09,Critical,Immediate,Immediate retention intervention
CUST101091,1,0.9609272,96.09,Critical,Immediate,Immediate retention intervention
CUST137751,1,0.9608852,96.09,Critical,Immediate,Immediate retention intervention
CUST131449,1,0.96088624,96.09,Critical,Immediate,Immediate retention intervention
CUST139129,1,0.96092397,96.09,Critical,Immediate,Immediate retention intervention
CUST108152,1,0.9608017,96.08,Critical,Immediate,Immediate retention intervention
CUST101672,1,0.9608158,96.08,Critical,Immediate,Immediate retention intervention
CUST142926,1,0.96075684,96.08,Critical,Immediate,Immediate retention intervention
CUST101148,1,0.9607804,96.08,Critical,Immediate,Immediate retention intervention
CUST106376,1,0.96075284,96.08,Critical,Immediate,Immediate retention intervention
CUST139043,1,0.9606512,96.07,Critical,Immediate,Immediate retention intervention
CUST143402,1,0.9607025,96.07,Critical,Immediate,Immediate retention intervention
CUST127849,1,0.9607284,96.07,Critical,Immediate,Immediate retention intervention
CUST119359,1,0.9607376,96.07,Critical,Immediate,Immediate retention intervention
CUST107949,1,0.9606896,96.07,Critical,Immediate,Immediate retention intervention
CUST121187,1,0.960581,96.06,Critical,Immediate,Immediate retention intervention
CUST102751,1,0.960583,96.06,Critical,Immediate,Immediate retention intervention
CUST140295,1,0.9605676,96.06,Critical,Immediate,Immediate retention intervention
CUST107780,1,0.9605772,96.06,Critical,Immediate,Immediate retention intervention
CUST101284,1,0.96063745,96.06,Critical,Immediate,Immediate retention intervention
CUST110652,1,0.9606193,96.06,Critical,Immediate,Immediate retention intervention
CUST103455,1,0.96060675,96.06,Critical,Immediate,Immediate retention intervention
CUST110382,1,0.9605404,96.05,Critical,Immediate,Immediate retention intervention
CUST112825,1,0.9604678,96.05,Critical,Immediate,Immediate retention intervention
CUST116141,1,0.9605036,96.05,Critical,Immediate,Immediate retention intervention
CUST108016,1,0.96048224,96.05,Critical,Immediate,Immediate retention intervention
CUST131522,1,0.9605159,96.05,Critical,Immediate,Immediate retention intervention
CUST134598,1,0.9604687,96.05,Critical,Immediate,Immediate retention intervention
CUST147536,0,0.96051204,96.05,Critical,Immediate,Immediate retention intervention
CUST116586,1,0.9604585,96.05,Critical,Immediate,Immediate retention intervention
CUST127647,1,0.960392,96.04,Critical,Immediate,Immediate retention intervention
CUST137617,1,0.960445,96.04,Critical,Immediate,Immediate retention intervention
CUST113158,1,0.96041393,96.04,Critical,Immediate,Immediate retention intervention
CUST129510,1,0.9604001,96.04,Critical,Immediate,Immediate retention intervention
CUST115714,1,0.960429,96.04,Critical,Immediate,Immediate retention intervention
CUST135881,1,0.96039045,96.04,Critical,Immediate,Immediate retention intervention
CUST116916,1,0.960401,96.04,Critical,Immediate,Immediate retention intervention
CUST107650,1,0.9602535,96.03,Critical,Immediate,Immediate retention intervention
CUST140845,1,0.9603212,96.03,Critical,Immediate,Immediate retention intervention
CUST147970,1,0.9602509,96.03,Critical,Immediate,Immediate retention intervention
CUST113291,1,0.96031356,96.03,Critical,Immediate,Immediate retention intervention
CUST137886,1,0.96032053,96.03,Critical,Immediate,Immediate retention intervention
CUST103501,1,0.96027017,96.03,Critical,Immediate,Immediate retention intervention
CUST147841,1,0.96024996,96.02,Critical,Immediate,Immediate retention intervention
CUST104217,1,0.9601728,96.02,Critical,Immediate,Immediate retention intervention
CUST101118,1,0.9602267,96.02,Critical,Immediate,Immediate retention intervention
CUST146546,1,0.9601802,96.02,Critical,Immediate,Immediate retention intervention
CUST123877,1,0.96013474,96.01,Critical,Immediate,Immediate retention intervention
CUST101387,0,0.96013683,96.01,Critical,Immediate,Immediate retention intervention
CUST112667,1,0.96011615,96.01,Critical,Immediate,Immediate retention intervention
CUST135459,1,0.9600687,96.01,Critical,Immediate,Immediate retention intervention
CUST147270,1,0.96014345,96.01,Critical,Immediate,Immediate retention intervention
CUST128665,1,0.9599884,96.0,Critical,Immediate,Immediate retention intervention
CUST129977,1,0.96004456,96.0,Critical,Immediate,Immediate retention intervention
CUST142786,1,0.9600382,96.0,Critical,Immediate,Immediate retention intervention
CUST134215,1,0.9599996,96.0,Critical,Immediate,Immediate retention intervention
CUST104219,1,0.9598912,95.99,Critical,Immediate,Immediate retention intervention
CUST107957,1,0.9598759,95.99,Critical,Immediate,Immediate retention intervention
CUST139266,1,0.9599019,95.99,Critical,Immediate,Immediate retention intervention
CUST137370,1,0.9599006,95.99,Critical,Immediate,Immediate retention intervention
CUST100628,1,0.9599139,95.99,Critical,Immediate,Immediate retention intervention
CUST126521,1,0.95990545,95.99,Critical,Immediate,Immediate retention intervention
CUST116883,1,0.9597608,95.98,Critical,Immediate,Immediate retention intervention
CUST113622,1,0.95982814,95.98,Critical,Immediate,Immediate retention intervention
CUST101879,1,0.9598442,95.98,Critical,Immediate,Immediate retention intervention
CUST146536,1,0.95980954,95.98,Critical,Immediate,Immediate retention intervention
CUST106972,1,0.95983464,95.98,Critical,Immediate,Immediate retention intervention
CUST136114,1,0.9597967,95.98,Critical,Immediate,Immediate retention intervention
CUST124432,1,0.9597983,95.98,Critical,Immediate,Immediate retention intervention
CUST139837,1,0.95982504,95.98,Critical,Immediate,Immediate retention intervention
CUST127249,1,0.95979935,95.98,Critical,Immediate,Immediate retention intervention
CUST119684,1,0.9598178,95.98,Critical,Immediate,Immediate retention intervention
CUST145446,1,0.95966935,95.97,Critical,Immediate,Immediate retention intervention
CUST130367,1,0.9596958,95.97,Critical,Immediate,Immediate retention intervention
CUST133745,1,0.9596901,95.97,Critical,Immediate,Immediate retention intervention
CUST143959,0,0.95965827,95.97,Critical,Immediate,Immediate retention intervention
CUST141509,1,0.9596541,95.97,Critical,Immediate,Immediate retention intervention
CUST102490,1,0.9597082,95.97,Critical,Immediate,Immediate retention intervention
CUST105410,1,0.9597296,95.97,Critical,Immediate,Immediate retention intervention
CUST135138,1,0.9596791,95.97,Critical,Immediate,Immediate retention intervention
CUST125694,1,0.95962423,95.96,Critical,Immediate,Immediate retention intervention
CUST129909,1,0.95955575,95.96,Critical,Immediate,Immediate retention intervention
CUST122877,1,0.9596344,95.96,Critical,Immediate,Immediate retention intervention
CUST122744,0,0.9595546,95.96,Critical,Immediate,Immediate retention intervention
CUST135474,1,0.9595687,95.96,Critical,Immediate,Immediate retention intervention
CUST136731,0,0.9596014,95.96,Critical,Immediate,Immediate retention intervention
CUST141852,1,0.9595392,95.95,Critical,Immediate,Immediate retention intervention
CUST103335,1,0.95954555,95.95,Critical,Immediate,Immediate retention intervention
CUST130328,1,0.95946795,95.95,Critical,Immediate,Immediate retention intervention
CUST115111,1,0.95953995,95.95,Critical,Immediate,Immediate retention intervention
CUST121214,1,0.95947474,95.95,Critical,Immediate,Immediate retention intervention
CUST108436,1,0.9594768,95.95,Critical,Immediate,Immediate retention intervention
CUST128438,1,0.9593671,95.94,Critical,Immediate,Immediate retention intervention
CUST100803,1,0.95941484,95.94,Critical,Immediate,Immediate retention intervention
CUST143033,1,0.9594339,95.94,Critical,Immediate,Immediate retention intervention
CUST146818,1,0.9593777,95.94,Critical,Immediate,Immediate retention intervention
CUST128045,1,0.9594145,95.94,Critical,Immediate,Immediate retention intervention
CUST124482,1,0.95930994,95.93,Critical,Immediate,Immediate retention intervention
CUST102306,1,0.95932066,95.93,Critical,Immediate,Immediate retention intervention
CUST130686,1,0.95928276,95.93,Critical,Immediate,Immediate retention intervention
CUST101154,1,0.95933354,95.93,Critical,Immediate,Immediate retention intervention
CUST136202,1,0.9593334,95.93,Critical,Immediate,Immediate retention intervention
CUST129971,1,0.95932597,95.93,Critical,Immediate,Immediate retention intervention
CUST139404,1,0.9593432,95.93,Critical,Immediate,Immediate retention intervention
CUST124339,1,0.95930016,95.93,Critical,Immediate,Immediate retention intervention
CUST104732,1,0.95925003,95.92,Critical,Immediate,Immediate retention intervention
CUST102096,1,0.95919,95.92,Critical,Immediate,Immediate retention intervention
CUST104442,1,0.9592127,95.92,Critical,Immediate,Immediate retention intervention
CUST133163,0,0.95924884,95.92,Critical,Immediate,Immediate retention intervention
CUST134563,1,0.9591897,95.92,Critical,Immediate,Immediate retention intervention
CUST135863,1,0.95924217,95.92,Critical,Immediate,Immediate retention intervention
CUST100130,0,0.95910484,95.91,Critical,Immediate,Immediate retention intervention
CUST132153,1,0.95912546,95.91,Critical,Immediate,Immediate retention intervention
CUST132363,1,0.95906514,95.91,Critical,Immediate,Immediate retention intervention
CUST103228,0,0.95909077,95.91,Critical,Immediate,Immediate retention intervention
CUST139194,0,0.95914125,95.91,Critical,Immediate,Immediate retention intervention
CUST125485,1,0.9590647,95.91,Critical,Immediate,Immediate retention intervention
CUST138067,1,0.95906866,95.91,Critical,Immediate,Immediate retention intervention
CUST114237,1,0.95905197,95.91,Critical,Immediate,Immediate retention intervention
CUST120107,1,0.9589771,95.9,Critical,Immediate,Immediate retention intervention
CUST110203,1,0.95899856,95.9,Critical,Immediate,Immediate retention intervention
CUST119107,1,0.9588811,95.89,Critical,Immediate,Immediate retention intervention
CUST109269,1,0.9589182,95.89,Critical,Immediate,Immediate retention intervention
CUST125799,1,0.95886344,95.89,Critical,Immediate,Immediate retention intervention
CUST101390,1,0.9589173,95.89,Critical,Immediate,Immediate retention intervention
CUST137939,1,0.95892775,95.89,Critical,Immediate,Immediate retention intervention
CUST112192,1,0.958916,95.89,Critical,Immediate,Immediate retention intervention
CUST122526,1,0.95876926,95.88,Critical,Immediate,Immediate retention intervention
CUST131392,1,0.958829,95.88,Critical,Immediate,Immediate retention intervention
CUST132631,1,0.95876646,95.88,Critical,Immediate,Immediate retention intervention
CUST137356,1,0.958693,95.87,Critical,Immediate,Immediate retention intervention
CUST102239,1,0.9587079,95.87,Critical,Immediate,Immediate retention intervention
CUST127157,0,0.9586861,95.87,Critical,Immediate,Immediate retention intervention
CUST102806,1,0.9587,95.87,Critical,Immediate,Immediate retention intervention
CUST116521,1,0.95867646,95.87,Critical,Immediate,Immediate retention intervention
CUST120151,1,0.95861226,95.86,Critical,Immediate,Immediate retention intervention
CUST129964,1,0.9586448,95.86,Critical,Immediate,Immediate retention intervention
CUST112907,1,0.9585817,95.86,Critical,Immediate,Immediate retention intervention
CUST105709,1,0.9586227,95.86,Critical,Immediate,Immediate retention intervention
CUST144791,1,0.9585661,95.86,Critical,Immediate,Immediate retention intervention
CUST119792,1,0.95859444,95.86,Critical,Immediate,Immediate retention intervention
CUST101517,0,0.95857143,95.86,Critical,Immediate,Immediate retention intervention
CUST113440,1,0.95856345,95.86,Critical,Immediate,Immediate retention intervention
CUST100301,1,0.9585942,95.86,Critical,Immediate,Immediate retention intervention
CUST130622,1,0.95856375,95.86,Critical,Immediate,Immediate retention intervention
CUST128501,1,0.9586014,95.86,Critical,Immediate,Immediate retention intervention
CUST103712,1,0.95863366,95.86,Critical,Immediate,Immediate retention intervention
CUST134881,1,0.95859486,95.86,Critical,Immediate,Immediate retention intervention
CUST101528,1,0.9585394,95.85,Critical,Immediate,Immediate retention intervention
CUST132672,1,0.9584841,95.85,Critical,Immediate,Immediate retention intervention
CUST113254,1,0.9585364,95.85,Critical,Immediate,Immediate retention intervention
CUST135118,1,0.95847154,95.85,Critical,Immediate,Immediate retention intervention
CUST103782,0,0.9584675,95.85,Critical,Immediate,Immediate retention intervention
CUST108711,1,0.9585236,95.85,Critical,Immediate,Immediate retention intervention
CUST108809,1,0.9584999,95.85,Critical,Immediate,Immediate retention intervention
CUST137129,1,0.95839375,95.84,Critical,Immediate,Immediate retention intervention
CUST100779,1,0.95837057,95.84,Critical,Immediate,Immediate retention intervention
CUST134217,1,0.9583984,95.84,Critical,Immediate,Immediate retention intervention
CUST141434,0,0.9583877,95.84,Critical,Immediate,Immediate retention intervention
CUST116645,1,0.958383,95.84,Critical,Immediate,Immediate retention intervention
CUST147327,1,0.9583651,95.84,Critical,Immediate,Immediate retention intervention
CUST102129,0,0.9583698,95.84,Critical,Immediate,Immediate retention intervention
CUST114211,1,0.9583673,95.84,Critical,Immediate,Immediate retention intervention
CUST114140,1,0.9583113,95.83,Critical,Immediate,Immediate retention intervention
CUST105512,1,0.95833105,95.83,Critical,Immediate,Immediate retention intervention
CUST111839,0,0.9582986,95.83,Critical,Immediate,Immediate retention intervention
CUST132473,1,0.95826024,95.83,Critical,Immediate,Immediate retention intervention
CUST113920,1,0.958305,95.83,Critical,Immediate,Immediate retention intervention
CUST131958,1,0.95834714,95.83,Critical,Immediate,Immediate retention intervention
CUST102926,1,0.9583406,95.83,Critical,Immediate,Immediate retention intervention
CUST101783,1,0.95826495,95.83,Critical,Immediate,Immediate retention intervention
CUST129716,1,0.9583049,95.83,Critical,Immediate,Immediate retention intervention
CUST105986,1,0.95816475,95.82,Critical,Immediate,Immediate retention intervention
CUST115676,1,0.9581721,95.82,Critical,Immediate,Immediate retention intervention
CUST146867,1,0.95823616,95.82,Critical,Immediate,Immediate retention intervention
CUST116340,1,0.95815986,95.82,Critical,Immediate,Immediate retention intervention
CUST141072,1,0.95823884,95.82,Critical,Immediate,Immediate retention intervention
CUST109207,1,0.95806706,95.81,Critical,Immediate,Immediate retention intervention
CUST118450,1,0.9581294,95.81,Critical,Immediate,Immediate retention intervention
CUST134306,1,0.9581477,95.81,Critical,Immediate,Immediate retention intervention
CUST124015,1,0.9580663,95.81,Critical,Immediate,Immediate retention intervention
CUST125224,1,0.95805526,95.81,Critical,Immediate,Immediate retention intervention
CUST113035,1,0.95802087,95.8,Critical,Immediate,Immediate retention intervention
CUST117035,1,0.9580473,95.8,Critical,Immediate,Immediate retention intervention
CUST126976,0,0.9579724,95.8,Critical,Immediate,Immediate retention intervention
CUST122432,1,0.95798683,95.8,Critical,Immediate,Immediate retention intervention
CUST143100,1,0.957912,95.79,Critical,Immediate,Immediate retention intervention
CUST130672,1,0.9578666,95.79,Critical,Immediate,Immediate retention intervention
CUST115094,1,0.95794266,95.79,Critical,Immediate,Immediate retention intervention
CUST100464,1,0.95786595,95.79,Critical,Immediate,Immediate retention intervention
CUST104150,1,0.95779204,95.78,Critical,Immediate,Immediate retention intervention
CUST130321,1,0.95780635,95.78,Critical,Immediate,Immediate retention intervention
CUST128928,1,0.95776916,95.78,Critical,Immediate,Immediate retention intervention
CUST121042,1,0.95776176,95.78,Critical,Immediate,Immediate retention intervention
CUST119977,1,0.9578239,95.78,Critical,Immediate,Immediate retention intervention
CUST141077,1,0.95778155,95.78,Critical,Immediate,Immediate retention intervention
CUST135889,1,0.95774674,95.77,Critical,Immediate,Immediate retention intervention
CUST132226,1,0.95773023,95.77,Critical,Immediate,Immediate retention intervention
CUST126479,1,0.9576619,95.77,Critical,Immediate,Immediate retention intervention
CUST147524,1,0.9575635,95.76,Critical,Immediate,Immediate retention intervention
CUST122579,1,0.95761317,95.76,Critical,Immediate,Immediate retention intervention
CUST143841,1,0.9575727,95.76,Critical,Immediate,Immediate retention intervention
CUST134607,1,0.95757097,95.76,Critical,Immediate,Immediate retention intervention
CUST137333,1,0.9575952,95.76,Critical,Immediate,Immediate retention intervention
CUST112837,1,0.9575192,95.75,Critical,Immediate,Immediate retention intervention
CUST107709,1,0.9575231,95.75,Critical,Immediate,Immediate retention intervention
CUST131755,1,0.95749766,95.75,Critical,Immediate,Immediate retention intervention
CUST123954,1,0.9575126,95.75,Critical,Immediate,Immediate retention intervention
CUST128275,1,0.95738125,95.74,Critical,Immediate,Immediate retention intervention
CUST105311,1,0.9574383,95.74,Critical,Immediate,Immediate retention intervention
CUST147872,1,0.9573546,95.74,Critical,Immediate,Immediate retention intervention
CUST105661,1,0.9574115,95.74,Critical,Immediate,Immediate retention intervention
CUST108109,0,0.9573725,95.74,Critical,Immediate,Immediate retention intervention
CUST125737,1,0.95728993,95.73,Critical,Immediate,Immediate retention intervention
CUST105156,1,0.95734507,95.73,Critical,Immediate,Immediate retention intervention
CUST147562,1,0.95731556,95.73,Critical,Immediate,Immediate retention intervention
CUST126401,1,0.9572886,95.73,Critical,Immediate,Immediate retention intervention
CUST130503,1,0.9572506,95.73,Critical,Immediate,Immediate retention intervention
CUST143472,0,0.9573082,95.73,Critical,Immediate,Immediate retention intervention
CUST107125,0,0.957309,95.73,Critical,Immediate,Immediate retention intervention
CUST136171,1,0.95726806,95.73,Critical,Immediate,Immediate retention intervention
CUST144658,1,0.9572808,95.73,Critical,Immediate,Immediate retention intervention
CUST109813,1,0.95728576,95.73,Critical,Immediate,Immediate retention intervention
CUST108406,1,0.9571623,95.72,Critical,Immediate,Immediate retention intervention
CUST131193,1,0.9572307,95.72,Critical,Immediate,Immediate retention intervention
CUST131656,1,0.9572355,95.72,Critical,Immediate,Immediate retention intervention
CUST103601,1,0.9572178,95.72,Critical,Immediate,Immediate retention intervention
CUST137205,1,0.95715415,95.72,Critical,Immediate,Immediate retention intervention
CUST146264,1,0.95718396,95.72,Critical,Immediate,Immediate retention intervention
CUST141269,1,0.9572246,95.72,Critical,Immediate,Immediate retention intervention
CUST108637,1,0.9571942,95.72,Critical,Immediate,Immediate retention intervention
CUST136081,0,0.95716536,95.72,Critical,Immediate,Immediate retention intervention
CUST132817,1,0.95719695,95.72,Critical,Immediate,Immediate retention intervention
CUST132067,1,0.95708424,95.71,Critical,Immediate,Immediate retention intervention
CUST140400,1,0.95710075,95.71,Critical,Immediate,Immediate retention intervention
CUST101066,1,0.95706373,95.71,Critical,Immediate,Immediate retention intervention
CUST111345,1,0.9571047,95.71,Critical,Immediate,Immediate retention intervention
CUST126239,1,0.9570292,95.7,Critical,Immediate,Immediate retention intervention
CUST133896,1,0.9570313,95.7,Critical,Immediate,Immediate retention intervention
CUST139799,1,0.95701885,95.7,Critical,Immediate,Immediate retention intervention
CUST135223,1,0.95703393,95.7,Critical,Immediate,Immediate retention intervention
CUST112246,1,0.95697224,95.7,Critical,Immediate,Immediate retention intervention
CUST109548,1,0.95692015,95.69,Critical,Immediate,Immediate retention intervention
CUST119509,1,0.9569413,95.69,Critical,Immediate,Immediate retention intervention
CUST124632,1,0.95689017,95.69,Critical,Immediate,Immediate retention intervention
CUST122688,1,0.95691544,95.69,Critical,Immediate,Immediate retention intervention
CUST121578,1,0.95689154,95.69,Critical,Immediate,Immediate retention intervention
CUST101777,1,0.9567798,95.68,Critical,Immediate,Immediate retention intervention
CUST109279,1,0.9567867,95.68,Critical,Immediate,Immediate retention intervention
CUST104109,1,0.95682925,95.68,Critical,Immediate,Immediate retention intervention
CUST134957,1,0.9568068,95.68,Critical,Immediate,Immediate retention intervention
CUST137132,1,0.95677847,95.68,Critical,Immediate,Immediate retention intervention
CUST103774,1,0.9566753,95.67,Critical,Immediate,Immediate retention intervention
CUST132433,0,0.9566903,95.67,Critical,Immediate,Immediate retention intervention
CUST104766,1,0.95673,95.67,Critical,Immediate,Immediate retention intervention
CUST141699,1,0.9566669,95.67,Critical,Immediate,Immediate retention intervention
CUST115584,1,0.95674366,95.67,Critical,Immediate,Immediate retention intervention
