Customer_ID,Age,Gender,Location,Tenure,Contract_Type,Subscription_Plan,Monthly_Charges,Total_Charges,Payment_Method,Internet_Service,Login_Frequency,Support_Tickets,Complaints,Avg_Session_Duration,Days_Since_Last_Login,Churn_Probability,Predicted_Churn,Risk_Level
CUST117998,74.0,Female,Kolkata,24.0,One Year,Standard,766.32,18655.92,Cash,Cable,11.0,1.0,0.0,23.8,55.0,0.38020325,0,Medium
CUST128251,46.0,Female,Hyderabad,64.0,Month-to-Month,Standard,800.46,48787.29,Auto Debit,Mobile Data,8.0,5.0,0.0,26.6,53.0,0.60502917,1,High
CUST113440,44.0,Male,Pune,60.0,Month-to-Month,Premium,1024.36,55851.55,UPI,Mobile Data,15.0,2.0,2.0,32.0,0.0,0.95856345,1,Critical
CUST119487,75.0,Female,Hyderabad,37.0,One Year,Premium,1179.73,47389.19,Net Banking,Cable,12.0,5.0,1.0,40.1,57.0,0.9687489,1,Critical
CUST139471,29.0,Female,Delhi,22.0,Month-to-Month,Standard,995.09,24309.9,Auto Debit,DSL,9.0,2.0,1.0,22.6,77.0,0.9767099,1,Critical
CUST110853,71.0,Female,Kolkata,35.0,Month-to-Month,Standard,748.43,27576.29,Net Banking,Cable,0.0,6.0,1.0,42.9,53.0,0.7665148,1,High
CUST140233,29.0,Male,Delhi,18.0,One Year,Standard,818.14,13673.31,Net Banking,DSL,4.0,1.0,2.0,41.3,46.0,0.887626,1,Critical
CUST135175,66.0,Female,Chennai,31.0,Two Year,Basic,654.01,22929.29,Debit Card,Fiber,17.0,1.0,0.0,33.7,9.0,0.035976853,0,Low
CUST114643,60.0,Male,Jaipur,65.0,Month-to-Month,Basic,514.57,37745.15,UPI,Fiber,8.0,5.0,0.0,35.6,50.0,0.024943246,0,Low
CUST133429,74.0,Female,Ahmedabad,55.0,Month-to-Month,Basic,605.19,33437.06,Auto Debit,Cable,17.0,3.0,0.0,22.2,70.0,0.034639083,0,Low
CUST143269,33.0,Male,Ahmedabad,29.0,Month-to-Month,Premium,1146.12,32127.49,Credit Card,Mobile Data,4.0,1.0,2.0,22.1,49.0,0.9752941,1,Critical
CUST124420,26.0,Male,Bengaluru,69.0,Month-to-Month,Standard,941.77,59801.42,UPI,Mobile Data,14.0,4.0,1.0,36.8,28.0,0.8928406,1,Critical
CUST114561,27.0,Female,Hyderabad,36.0,Month-to-Month,Standard,819.11,33539.94,Net Banking,Fiber,14.0,0.0,0.0,38.9,32.0,0.20739494,0,Low
CUST130208,19.0,Female,Jaipur,24.0,Month-to-Month,Basic,635.03,14658.92,Credit Card,Cable,16.0,3.0,2.0,22.2,31.0,0.062135834,0,Low
CUST117092,47.0,Female,Hyderabad,44.0,One Year,Basic,516.38,20788.99,Debit Card,Fiber,24.0,2.0,0.0,24.5,55.0,0.014123158,0,Low
CUST104220,27.0,Female,Jaipur,1.0,Month-to-Month,Premium,1198.95,1201.43,UPI,DSL,3.0,2.0,0.0,27.8,51.0,0.9761292,1,Critical
CUST118994,22.0,Female,Bengaluru,69.0,Month-to-Month,Basic,434.88,34246.03,Credit Card,Mobile Data,10.0,3.0,1.0,30.0,67.0,0.038201973,0,Low
CUST127173,43.0,Male,Pune,19.0,One Year,Premium,1375.0,29730.98,Credit Card,Fiber,3.0,4.0,0.0,33.0,2.0,0.9710678,1,Critical
CUST111903,31.0,Male,Delhi,45.0,Two Year,Basic,584.94,24695.42,UPI,DSL,15.0,3.0,1.0,38.3,75.0,0.039258454,0,Low
CUST131517,33.0,Male,Delhi,69.0,Two Year,Standard,719.05,52994.93,Net Banking,Mobile Data,8.0,0.0,0.0,34.1,28.0,0.09287032,0,Low
CUST144365,71.0,Female,Kochi,20.0,Month-to-Month,Standard,789.72,14964.18,Auto Debit,Fiber,18.0,4.0,0.0,32.9,38.0,0.4324136,0,Medium
CUST123495,27.0,Male,Pune,49.0,One Year,Standard,675.33,31544.75,UPI,DSL,20.0,1.0,1.0,39.9,42.0,0.032360557,0,Low
CUST106584,59.0,Female,Delhi,59.0,One Year,Basic,547.57,36963.22,Auto Debit,Cable,9.0,2.0,1.0,46.6,81.0,0.028099671,0,Low
CUST136797,39.0,Female,Kochi,32.0,One Year,Basic,612.21,20978.99,UPI,Mobile Data,11.0,3.0,1.0,45.1,55.0,0.06519414,0,Low
CUST129501,53.0,Female,Hyderabad,64.0,Month-to-Month,Standard,664.41,48585.8,Auto Debit,,9.0,0.0,0.0,37.1,27.0,0.06941644,0,Low
CUST123161,33.0,Male,Mumbai,22.0,Month-to-Month,Basic,522.63,9827.31,Net Banking,Fiber,9.0,2.0,2.0,5.0,54.0,0.030613992,0,Low
CUST101735,67.0,Male,Kochi,46.0,Month-to-Month,Basic,465.2,20292.89,Cash,DSL,14.0,2.0,0.0,43.2,5.0,0.034583215,0,Low
CUST125159,22.0,Male,Delhi,44.0,One Year,Basic,571.84,21684.98,Net Banking,Cable,11.0,3.0,0.0,42.1,56.0,0.033534568,0,Low
CUST145248,18.0,Male,Delhi,1.0,Month-to-Month,Standard,693.89,691.67,Auto Debit,Mobile Data,7.0,6.0,0.0,41.6,35.0,0.59747314,1,Medium
CUST146369,61.0,Male,Mumbai,27.0,One Year,Basic,513.97,13720.01,Credit Card,Cable,6.0,3.0,3.0,66.7,23.0,0.056156214,0,Low
CUST133842,27.0,Other,Kochi,44.0,Month-to-Month,Basic,526.99,21298.61,Debit Card,,15.0,3.0,0.0,34.4,72.0,0.023996353,0,Low
CUST142743,27.0,Male,Chennai,66.0,Month-to-Month,Basic,484.56,30879.89,UPI,Mobile Data,26.0,2.0,0.0,47.3,38.0,0.010143268,0,Low
CUST109638,49.0,Male,Delhi,48.0,Month-to-Month,Basic,473.42,19668.92,UPI,DSL,10.0,0.0,1.0,62.3,58.0,0.027017027,0,Low
CUST111637,37.0,Male,Mumbai,42.0,Month-to-Month,Basic,503.72,18826.76,Credit Card,Fiber,,1.0,1.0,47.4,60.0,0.02306809,0,Low
CUST146529,67.0,Male,Ahmedabad,1.0,One Year,Standard,839.47,922.93,UPI,DSL,8.0,0.0,0.0,49.1,65.0,0.82407135,1,Critical
CUST117892,58.0,Male,Chennai,8.0,Month-to-Month,Basic,410.88,3512.84,Cash,Mobile Data,22.0,4.0,0.0,55.2,86.0,0.01766307,0,Low
CUST139962,28.0,Female,Kolkata,43.0,Month-to-Month,Basic,713.52,31572.66,Auto Debit,Fiber,14.0,2.0,1.0,49.5,14.0,0.12966007,0,Low
CUST123956,45.0,Female,Mumbai,42.0,Two Year,Premium,1347.31,52108.95,Net Banking,DSL,6.0,0.0,0.0,45.0,62.0,0.97838527,1,Critical
CUST108256,45.0,Male,Ahmedabad,60.0,One Year,Standard,777.75,48410.43,UPI,Fiber,15.0,1.0,0.0,40.7,76.0,0.18555936,0,Low
CUST138047,52.0,Male,Kochi,2.0,Two Year,Basic,545.91,1123.5,Auto Debit,Mobile Data,11.0,1.0,1.0,23.0,72.0,0.0625404,0,Low
CUST114026,18.0,Male,Kolkata,68.0,Month-to-Month,Basic,577.57,42199.28,UPI,Fiber,12.0,5.0,3.0,65.2,74.0,0.06834525,0,Low
CUST138733,25.0,Female,Chennai,68.0,Month-to-Month,Standard,802.46,57146.57,UPI,Fiber,20.0,0.0,0.0,58.5,10.0,0.07407471,0,Low
CUST110741,52.0,Female,Jaipur,2.0,One Year,Basic,412.37,810.79,Debit Card,DSL,14.0,0.0,0.0,45.2,8.0,0.028561175,0,Low
CUST140278,51.0,Male,Jaipur,40.0,Month-to-Month,Standard,723.23,29023.85,UPI,Cable,16.0,5.0,2.0,48.6,11.0,0.33086377,0,Medium
CUST123379,41.0,Male,Hyderabad,12.0,Month-to-Month,Basic,270.34,3575.66,Auto Debit,DSL,13.0,5.0,0.0,13.7,3.0,0.016063206,0,Low
CUST104631,26.0,Male,Delhi,21.0,Month-to-Month,Premium,1228.13,24919.61,Debit Card,Fiber,6.0,0.0,0.0,38.4,16.0,0.9675725,1,Critical
CUST110171,22.0,Male,Bengaluru,57.0,Month-to-Month,Standard,752.46,47012.72,Net Banking,DSL,14.0,4.0,0.0,72.9,57.0,0.3276182,0,Medium
CUST140600,26.0,Female,Mumbai,15.0,Month-to-Month,Standard,859.94,14695.71,Net Banking,,12.0,2.0,1.0,15.5,34.0,0.87399304,1,Critical
CUST132632,75.0,Male,Pune,1.0,Month-to-Month,Standard,835.57,851.89,UPI,Fiber,24.0,5.0,1.0,16.4,15.0,0.74929076,1,High
CUST138630,43.0,Male,Kochi,47.0,Month-to-Month,Basic,510.09,24387.0,Credit Card,DSL,19.0,3.0,0.0,35.7,65.0,0.019685045,0,Low
CUST102643,29.0,Male,Kochi,64.0,Month-to-Month,Basic,553.9,35472.08,Net Banking,Mobile Data,15.0,1.0,1.0,44.6,56.0,0.021023273,0,Low
CUST120414,47.0,Male,Ahmedabad,21.0,One Year,Premium,1201.9,28470.95,UPI,Fiber,7.0,1.0,2.0,43.8,24.0,0.96440965,1,Critical
CUST102697,25.0,Male,Kochi,12.0,Month-to-Month,Standard,755.88,9178.9,Credit Card,Cable,10.0,1.0,1.0,45.3,24.0,0.52517897,1,Medium
CUST100301,39.0,Female,Jaipur,40.0,Month-to-Month,Premium,1229.39,54491.91,Credit Card,DSL,16.0,1.0,1.0,33.6,79.0,0.9585942,1,Critical
CUST114014,65.0,Female,Jaipur,40.0,Month-to-Month,Standard,848.97,29465.49,Credit Card,Cable,16.0,1.0,1.0,33.7,38.0,0.6035986,1,High
CUST119636,18.0,Male,Kolkata,30.0,Month-to-Month,Basic,545.95,15271.35,Credit Card,DSL,14.0,1.0,0.0,60.5,31.0,0.044483095,0,Low
CUST125318,73.0,Male,Chennai,16.0,Month-to-Month,Standard,751.77,11522.66,Net Banking,Fiber,14.0,3.0,0.0,50.0,44.0,0.43732467,0,Medium
CUST133946,69.0,Female,Ahmedabad,47.0,Two Year,Standard,721.56,31990.94,Credit Card,DSL,20.0,3.0,0.0,5.0,59.0,0.08104348,0,Low
CUST109480,55.0,Female,Kolkata,45.0,Month-to-Month,Basic,429.83,18608.83,UPI,Cable,11.0,3.0,2.0,50.4,74.0,0.017602311,0,Low
CUST101391,35.0,Female,Mumbai,5.0,Month-to-Month,Basic,540.94,2367.28,Credit Card,Mobile Data,13.0,0.0,0.0,,21.0,0.028361136,0,Low
CUST139393,46.0,Male,Kolkata,26.0,Month-to-Month,Premium,1145.12,33298.0,Net Banking,DSL,8.0,2.0,1.0,21.8,58.0,0.9739837,1,Critical
CUST101384,70.0,Male,Jaipur,3.0,Two Year,Basic,509.84,1549.33,UPI,Fiber,21.0,2.0,0.0,83.3,59.0,0.017148789,0,Low
CUST117376,32.0,Male,Hyderabad,47.0,One Year,Basic,685.13,31593.74,Net Banking,Mobile Data,,2.0,0.0,55.0,,0.06907467,0,Low
CUST121117,71.0,Female,Ahmedabad,8.0,One Year,Basic,509.9,4688.06,Credit Card,Cable,10.0,2.0,1.0,42.2,50.0,0.020129733,0,Low
CUST143303,69.0,Female,Jaipur,38.0,Month-to-Month,Basic,651.3,23602.56,Credit Card,Mobile Data,13.0,1.0,3.0,62.5,70.0,0.1926899,0,Low
CUST110011,55.0,Male,Bengaluru,72.0,Month-to-Month,Basic,466.34,30295.72,Cash,,8.0,0.0,2.0,67.9,53.0,0.029103596,0,Low
CUST112750,34.0,Male,Pune,21.0,Month-to-Month,Premium,1080.86,24025.86,Auto Debit,DSL,15.0,1.0,0.0,54.9,9.0,0.9654776,1,Critical
CUST127249,73.0,Female,Jaipur,5.0,One Year,Premium,1130.73,5353.09,Debit Card,Cable,11.0,3.0,0.0,39.7,63.0,0.95979935,1,Critical
CUST112759,65.0,Male,Jaipur,24.0,Month-to-Month,Standard,712.83,15066.02,UPI,DSL,8.0,2.0,0.0,48.9,21.0,0.3285274,0,Medium
CUST100431,22.0,Female,Mumbai,27.0,Two Year,Basic,460.1,12156.86,Debit Card,Fiber,9.0,3.0,1.0,53.7,62.0,0.025205847,0,Low
CUST139678,47.0,Female,Delhi,2.0,Month-to-Month,Basic,547.08,955.46,Auto Debit,Cable,6.0,2.0,0.0,52.6,26.0,0.045989793,0,Low
CUST106630,34.0,Female,Bengaluru,71.0,Month-to-Month,Premium,1280.17,80345.72,Credit Card,Fiber,14.0,2.0,0.0,51.3,47.0,0.9626604,1,Critical
CUST123573,19.0,Male,Delhi,58.0,Month-to-Month,Basic,382.87,19128.04,UPI,Fiber,16.0,0.0,0.0,37.1,63.0,0.029912155,0,Low
CUST124273,60.0,Male,Kochi,31.0,One Year,Premium,1138.35,35018.88,Credit Card,,11.0,6.0,0.0,29.0,75.0,0.9793577,1,Critical
CUST143184,41.0,Male,Kolkata,43.0,One Year,Basic,513.49,21179.91,Credit Card,Cable,8.0,5.0,0.0,80.9,81.0,0.026406694,0,Low
CUST107159,26.0,Male,Mumbai,23.0,Month-to-Month,Standard,694.51,15860.75,Net Banking,DSL,5.0,3.0,0.0,57.2,58.0,0.29717442,0,Low
CUST121648,42.0,Other,Pune,35.0,One Year,Standard,788.94,28295.75,Debit Card,Mobile Data,6.0,2.0,1.0,37.6,43.0,0.6382896,1,High
CUST123405,63.0,Male,Hyderabad,64.0,One Year,Standard,930.57,66481.88,Debit Card,Fiber,10.0,2.0,0.0,46.2,11.0,0.77897996,1,High
CUST142875,27.0,Male,Kolkata,18.0,Two Year,Standard,981.72,20156.86,Net Banking,Cable,8.0,1.0,1.0,35.6,70.0,0.96422964,1,Critical
CUST123386,29.0,Male,Kolkata,4.0,One Year,Basic,593.88,2052.8,Debit Card,Fiber,11.0,3.0,0.0,53.8,40.0,0.06089315,0,Low
CUST113602,41.0,Male,Pune,50.0,Month-to-Month,Standard,761.2,41274.02,Auto Debit,DSL,14.0,3.0,0.0,51.0,37.0,0.2423113,0,Low
CUST147688,69.0,Male,Bengaluru,66.0,Two Year,Basic,458.2,26767.7,Net Banking,DSL,17.0,2.0,0.0,61.6,15.0,0.024267685,0,Low
CUST105072,51.0,Female,Mumbai,44.0,One Year,Basic,432.4,20496.05,Auto Debit,Fiber,19.0,4.0,0.0,36.7,32.0,0.014303203,0,Low
CUST110762,30.0,Female,Bengaluru,42.0,Month-to-Month,Basic,462.53,16659.03,Auto Debit,Fiber,10.0,1.0,0.0,49.8,14.0,0.022129178,0,Low
CUST125614,71.0,Female,Mumbai,17.0,Month-to-Month,Basic,478.38,9049.18,Credit Card,Mobile Data,21.0,2.0,0.0,29.1,58.0,0.023142299,0,Low
CUST122361,29.0,Female,Ahmedabad,32.0,One Year,Basic,536.18,18534.07,Net Banking,DSL,5.0,5.0,0.0,15.2,65.0,0.03799075,0,Low
CUST138396,53.0,Male,Chennai,24.0,Two Year,Premium,1091.16,23772.07,UPI,DSL,18.0,1.0,0.0,43.8,89.0,0.97121924,1,Critical
CUST104442,38.0,Male,Delhi,71.0,Two Year,Premium,1274.1,102076.92,Credit Card,,10.0,1.0,0.0,35.5,84.0,0.9592127,1,Critical
CUST126733,70.0,Male,Kolkata,65.0,Two Year,Standard,745.82,45779.11,Debit Card,Cable,14.0,0.0,0.0,44.1,13.0,0.08895601,0,Low
CUST104884,27.0,Female,Kochi,8.0,Month-to-Month,Basic,393.72,3246.89,Credit Card,DSL,13.0,2.0,2.0,46.7,33.0,0.023303496,0,Low
CUST101642,20.0,Female,Delhi,71.0,Month-to-Month,Basic,480.5,,Credit Card,Cable,10.0,1.0,0.0,53.9,84.0,0.024747059,0,Low
CUST130921,46.0,Male,Hyderabad,20.0,Month-to-Month,Basic,573.42,12863.06,UPI,DSL,10.0,1.0,0.0,77.1,54.0,0.05474085,0,Low
CUST137456,31.0,Male,Pune,69.0,Month-to-Month,Basic,474.85,30433.36,Net Banking,Fiber,18.0,3.0,0.0,65.0,0.0,0.026733354,0,Low
CUST129047,48.0,Female,Pune,58.0,Two Year,Standard,686.03,42302.78,Credit Card,Mobile Data,10.0,1.0,0.0,18.4,18.0,0.070338376,0,Low
CUST112792,62.0,Female,Kolkata,46.0,One Year,Basic,457.79,22149.5,Cash,Fiber,17.0,3.0,0.0,43.3,87.0,0.017824965,0,Low
CUST108603,32.0,Female,Hyderabad,10.0,Month-to-Month,Basic,472.82,5122.09,UPI,Mobile Data,13.0,1.0,0.0,58.6,16.0,0.01792258,0,Low
CUST133586,42.0,Female,Ahmedabad,1.0,Two Year,Premium,1091.29,1135.57,UPI,DSL,11.0,3.0,1.0,35.9,42.0,0.9644529,1,Critical
CUST132849,65.0,Male,Bengaluru,54.0,One Year,Standard,887.21,50060.74,UPI,Cable,12.0,1.0,1.0,49.8,18.0,0.81009454,1,Critical
CUST124632,39.0,Male,Delhi,26.0,One Year,Standard,894.11,19844.29,Net Banking,Fiber,11.0,4.0,1.0,36.0,90.0,0.95689017,1,Critical
CUST121981,49.0,Female,Delhi,53.0,Month-to-Month,Basic,567.28,33055.05,Credit Card,Fiber,0.0,5.0,1.0,41.1,29.0,0.04770734,0,Low
CUST133431,48.0,Male,Hyderabad,32.0,One Year,Premium,1322.79,42935.95,Debit Card,Mobile Data,6.0,6.0,2.0,61.3,0.0,0.9628165,1,Critical
CUST122235,73.0,Female,Ahmedabad,19.0,Month-to-Month,Basic,622.7,11236.82,UPI,DSL,19.0,0.0,0.0,36.5,46.0,0.035869803,0,Low
CUST104771,35.0,Male,Kochi,36.0,One Year,Standard,866.81,31806.63,Debit Card,DSL,5.0,0.0,3.0,47.8,82.0,0.9282255,1,Critical
CUST118979,62.0,Male,Pune,9.0,Month-to-Month,Premium,1166.5,10996.53,Auto Debit,Fiber,22.0,4.0,0.0,28.9,2.0,0.9140057,1,Critical
CUST103120,68.0,Female,Chennai,47.0,Two Year,Basic,411.26,18260.88,UPI,Fiber,18.0,4.0,1.0,41.2,79.0,0.0117167225,0,Low
CUST107278,64.0,Female,Delhi,14.0,Month-to-Month,Premium,1152.35,14714.94,UPI,Mobile Data,5.0,2.0,0.0,62.4,80.0,0.9841638,1,Critical
CUST100696,32.0,Male,Pune,49.0,Two Year,Basic,657.53,36853.02,Net Banking,Mobile Data,12.0,1.0,0.0,78.8,75.0,0.052048493,0,Low
CUST139673,,Female,Chennai,22.0,One Year,Basic,443.57,10687.12,Auto Debit,DSL,16.0,3.0,2.0,31.9,43.0,0.01866782,0,Low
CUST110094,31.0,Male,Kochi,,Month-to-Month,Standard,883.62,38266.26,UPI,Cable,9.0,2.0,0.0,51.0,16.0,0.8040182,1,Critical
CUST129998,35.0,Male,Ahmedabad,5.0,Month-to-Month,Basic,518.6,2298.22,Net Banking,DSL,12.0,7.0,0.0,43.0,20.0,0.021342788,0,Low
CUST126480,24.0,Female,Mumbai,53.0,Month-to-Month,Standard,733.14,34206.6,UPI,DSL,16.0,1.0,1.0,61.6,78.0,0.2752548,0,Low
CUST139932,55.0,Male,Ahmedabad,50.0,Two Year,Standard,893.52,44826.74,Debit Card,Fiber,14.0,1.0,0.0,31.9,26.0,0.72181046,1,High
CUST107122,59.0,Other,Chennai,63.0,Two Year,Premium,1252.59,90081.01,Net Banking,DSL,8.0,2.0,0.0,45.2,8.0,0.94484717,1,Critical
CUST122327,64.0,Male,Kochi,67.0,Month-to-Month,Basic,448.01,26621.54,UPI,Cable,17.0,2.0,0.0,65.6,79.0,0.016568158,0,Low
CUST143439,43.0,Female,Chennai,9.0,Two Year,Standard,840.64,7191.05,Debit Card,Fiber,9.0,3.0,0.0,32.6,39.0,0.81713706,1,Critical
CUST117680,58.0,Male,Jaipur,25.0,Two Year,Basic,415.28,10085.69,Net Banking,Mobile Data,15.0,3.0,2.0,21.6,31.0,0.01517814,0,Low
CUST145609,39.0,Female,Kochi,22.0,Two Year,Premium,1258.85,24282.38,Credit Card,Mobile Data,14.0,3.0,2.0,65.7,17.0,0.97386485,1,Critical
CUST129820,55.0,Male,Pune,57.0,One Year,Basic,550.78,32778.92,Debit Card,Fiber,18.0,0.0,1.0,35.9,2.0,0.03251247,0,Low
CUST131615,22.0,Female,Kochi,57.0,One Year,Standard,776.75,44044.96,Credit Card,Fiber,12.0,5.0,3.0,14.6,35.0,0.521806,1,Medium
CUST105298,56.0,Male,Ahmedabad,19.0,Two Year,Premium,1197.34,20080.19,Auto Debit,DSL,13.0,0.0,2.0,36.3,82.0,0.97067606,1,Critical
CUST104224,48.0,Female,Chennai,37.0,Month-to-Month,Basic,577.34,24302.1,Credit Card,Cable,9.0,6.0,2.0,33.9,24.0,0.078653626,0,Low
CUST105371,63.0,Female,Bengaluru,50.0,Month-to-Month,Standard,1031.93,54696.56,Credit Card,DSL,7.0,2.0,1.0,49.5,2.0,0.9616152,1,Critical
CUST102236,63.0,Male,Mumbai,44.0,Two Year,Standard,791.44,30717.31,Debit Card,Cable,12.0,3.0,0.0,28.3,76.0,0.43107662,0,Medium
CUST115556,68.0,Female,Delhi,14.0,Month-to-Month,Standard,738.83,10093.65,Auto Debit,Fiber,13.0,2.0,1.0,62.1,49.0,0.4779132,0,Medium
CUST106829,45.0,Male,Jaipur,10.0,Month-to-Month,Standard,865.85,7939.14,Auto Debit,Mobile Data,18.0,3.0,0.0,53.1,72.0,0.84873444,1,Critical
CUST143421,72.0,Female,Jaipur,16.0,One Year,Standard,673.26,10525.32,Net Banking,Mobile Data,22.0,3.0,0.0,38.3,40.0,0.08586216,0,Low
CUST113543,23.0,Male,Chennai,8.0,Month-to-Month,Standard,921.98,7711.04,UPI,,12.0,4.0,0.0,32.9,78.0,0.9716988,1,Critical
CUST130297,37.0,Male,Hyderabad,46.0,Two Year,Basic,541.92,22010.14,Net Banking,DSL,18.0,2.0,3.0,65.2,80.0,0.027665833,0,Low
CUST101783,19.0,Male,Kochi,43.0,Two Year,Premium,1027.08,47949.35,Auto Debit,Cable,8.0,2.0,2.0,44.1,25.0,0.95826495,1,Critical
CUST109776,58.0,Male,Delhi,55.0,One Year,Standard,718.93,36608.27,UPI,Cable,17.0,2.0,2.0,29.9,25.0,0.10061189,0,Low
CUST145433,63.0,Male,Bengaluru,43.0,Two Year,Basic,536.09,25863.1,Credit Card,,15.0,2.0,3.0,16.2,82.0,0.03130923,0,Low
CUST125262,37.0,Male,Bengaluru,25.0,Month-to-Month,Standard,803.15,22762.9,UPI,Mobile Data,14.0,1.0,0.0,32.9,58.0,0.55960464,1,Medium
CUST140320,68.0,Male,Ahmedabad,31.0,One Year,Basic,446.9,12863.16,Credit Card,DSL,11.0,3.0,1.0,61.8,53.0,0.029228844,0,Low
CUST135621,60.0,Female,Delhi,35.0,Month-to-Month,Premium,1215.29,40962.89,UPI,Mobile Data,11.0,2.0,1.0,33.8,9.0,0.9647878,1,Critical
CUST112342,74.0,Female,Kochi,37.0,Month-to-Month,Basic,517.41,19672.17,Net Banking,DSL,6.0,1.0,0.0,30.3,11.0,0.029437134,0,Low
CUST120816,56.0,Female,Kolkata,4.0,Two Year,Basic,371.55,1370.48,Net Banking,Fiber,17.0,0.0,1.0,26.6,26.0,0.021733994,0,Low
CUST106503,47.0,Female,Kolkata,16.0,Two Year,Standard,781.52,10948.93,,DSL,2.0,5.0,2.0,52.2,14.0,0.75164384,1,High
CUST101441,63.0,Male,Hyderabad,28.0,Month-to-Month,Basic,419.31,10449.74,Net Banking,Cable,10.0,4.0,1.0,62.2,10.0,0.018108053,0,Low
CUST104420,24.0,Male,Delhi,15.0,Two Year,Standard,,12440.27,Net Banking,,13.0,1.0,0.0,33.0,2.0,0.18497035,0,Low
CUST106397,50.0,Male,Ahmedabad,5.0,One Year,Basic,418.48,2093.51,Net Banking,Cable,18.0,2.0,3.0,47.3,71.0,0.026594233,0,Low
CUST144965,62.0,Male,Kochi,22.0,Month-to-Month,Basic,480.54,9170.74,UPI,Cable,14.0,3.0,3.0,27.7,1.0,0.039842717,0,Low
CUST120496,40.0,Male,Chennai,46.0,Month-to-Month,Basic,464.92,18409.47,Auto Debit,Cable,17.0,2.0,1.0,45.1,90.0,0.019406714,0,Low
CUST123002,48.0,Female,Kochi,38.0,Month-to-Month,Basic,457.31,17266.5,Cash,DSL,14.0,2.0,0.0,39.0,64.0,0.0328232,0,Low
CUST131940,53.0,Female,Ahmedabad,71.0,Month-to-Month,Basic,640.51,50380.71,UPI,,6.0,2.0,0.0,52.6,79.0,0.039510168,0,Low
CUST144714,56.0,Male,Pune,2.0,One Year,Standard,842.32,1648.22,UPI,DSL,13.0,2.0,3.0,64.4,82.0,0.91566247,1,Critical
CUST100203,46.0,Male,Jaipur,70.0,Month-to-Month,Standard,970.17,72956.9,Auto Debit,Fiber,15.0,0.0,0.0,40.5,79.0,0.9551045,1,Critical
CUST127682,24.0,Male,Mumbai,49.0,Two Year,Standard,674.1,30823.63,Net Banking,Fiber,11.0,3.0,2.0,49.1,90.0,0.3924606,0,Medium
CUST127340,59.0,Female,Bengaluru,60.0,Month-to-Month,Basic,678.26,34788.47,Credit Card,Fiber,14.0,4.0,0.0,39.6,27.0,0.066141844,0,Low
CUST113647,44.0,Female,Hyderabad,22.0,One Year,Standard,965.83,22019.93,Auto Debit,DSL,16.0,3.0,0.0,5.0,65.0,0.95521814,1,Critical
CUST139810,49.0,Male,Jaipur,29.0,Month-to-Month,Standard,863.64,27240.77,Net Banking,Fiber,14.0,2.0,0.0,72.1,67.0,0.7775597,1,High
CUST129408,18.0,Male,Hyderabad,55.0,Month-to-Month,Standard,645.31,33356.44,Debit Card,Fiber,19.0,3.0,0.0,27.3,55.0,0.028107041,0,Low
CUST109171,49.0,Female,Bengaluru,26.0,One Year,Basic,468.11,12808.6,UPI,Fiber,10.0,2.0,0.0,45.3,66.0,0.024337804,0,Low
CUST126972,68.0,Male,Chennai,32.0,One Year,Standard,923.75,26782.93,Auto Debit,Mobile Data,15.0,4.0,0.0,61.5,25.0,0.8969362,1,Critical
CUST106901,20.0,Male,Pune,55.0,Month-to-Month,,399.91,23479.74,Net Banking,Fiber,13.0,1.0,1.0,18.3,32.0,0.025285544,0,Low
CUST140680,21.0,Male,Chennai,16.0,One Year,Basic,614.19,8676.57,UPI,Fiber,5.0,3.0,0.0,56.4,34.0,0.061328404,0,Low
CUST105056,70.0,Male,Kolkata,39.0,Month-to-Month,Basic,455.13,18001.7,Credit Card,DSL,11.0,3.0,2.0,65.8,69.0,0.025680464,0,Low
CUST145571,59.0,Male,Hyderabad,13.0,Month-to-Month,Standard,655.96,7509.23,Auto Debit,DSL,16.0,3.0,0.0,42.1,81.0,0.13844919,0,Low
CUST103902,73.0,Male,Bengaluru,16.0,Month-to-Month,Standard,918.38,14739.54,,Fiber,7.0,0.0,0.0,48.9,39.0,0.9455289,1,Critical
CUST104229,38.0,Male,Chennai,44.0,One Year,Basic,559.09,26202.44,Auto Debit,DSL,23.0,4.0,0.0,30.2,20.0,0.02769174,0,Low
CUST108834,49.0,Female,Kochi,59.0,Month-to-Month,Standard,825.65,44529.51,Auto Debit,Cable,9.0,1.0,3.0,59.6,39.0,0.73174036,1,High
CUST106127,27.0,Male,Pune,69.0,One Year,Basic,337.27,20175.2,Net Banking,DSL,17.0,3.0,0.0,51.0,86.0,0.018145565,0,Low
CUST110629,58.0,Male,Chennai,8.0,One Year,Standard,851.95,6127.58,UPI,Fiber,1.0,4.0,0.0,59.8,44.0,0.94928,1,Critical
CUST139308,70.0,Male,Kochi,29.0,One Year,Basic,608.26,19878.14,Auto Debit,DSL,13.0,2.0,1.0,38.1,1.0,0.04803012,0,Low
CUST118298,39.0,Female,Pune,64.0,Month-to-Month,Basic,541.85,35511.68,UPI,Mobile Data,10.0,3.0,0.0,47.2,46.0,0.02073739,0,Low
CUST142190,51.0,,Ahmedabad,35.0,One Year,Premium,1220.52,45357.41,Auto Debit,Mobile Data,18.0,1.0,0.0,66.8,78.0,0.9698887,1,Critical
