Customer_ID,Age,Gender,Location,Tenure,Contract_Type,Subscription_Plan,Monthly_Charges,Total_Charges,Payment_Method,Internet_Service,Login_Frequency,Support_Tickets,Complaints,Avg_Session_Duration,Churn,Days_Since_Last_Login,Customer_Value,Churn_Probability,Risk_Level,Customer_Value_Group,Customer_Segment,Retention_Priority,Recommended_Action,Priority_Score
CUST124120,47.0,Female,Ahmedabad,12.0,Month-to-Month,Premium,1154.59,14151.48,Credit Card,,14.0,2.0,2.0,49.7,1,65.0,14151.48,0.9722226,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7195240282113777
CUST147930,52.0,Male,Kolkata,17.0,Month-to-Month,Premium,1259.94,18716.18,Auto Debit,Fiber,16.0,0.0,2.0,46.1,1,23.0,18716.18,0.9541383,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7194345962064215
CUST126744,47.0,Male,Mumbai,11.0,Month-to-Month,Premium,1213.69,12017.87,Auto Debit,Fiber,6.0,2.0,0.0,57.6,1,5.0,12017.87,0.9803022,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7193045212486974
CUST111862,75.0,Male,Kochi,25.0,Month-to-Month,Standard,908.29,22798.14,Auto Debit,Fiber,13.0,5.0,0.0,46.3,1,20.0,22798.14,0.9378683,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7192858638836912
CUST142049,47.0,Male,Chennai,42.0,Month-to-Month,Standard,836.62,31573.94,UPI,Mobile Data,4.0,3.0,0.0,27.6,1,68.0,31573.94,0.90328836,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7192454130746906
CUST134382,55.0,Male,Pune,13.0,Month-to-Month,Premium,1143.82,13045.29,Credit Card,Fiber,10.0,2.0,1.0,31.6,1,28.0,13045.29,0.97589934,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7190516978639675
CUST146170,22.0,Male,Pune,10.0,Month-to-Month,Premium,1116.99,10212.9,UPI,Mobile Data,11.0,1.0,3.0,62.3,1,89.0,10212.9,0.9870287,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7190428556645748
CUST120663,21.0,Female,Ahmedabad,8.0,Month-to-Month,Premium,1205.78,10572.43,Credit Card,Fiber,0.0,2.0,1.0,51.6,1,69.0,10572.43,0.9853977,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7188911480933589
CUST141688,56.0,Male,Ahmedabad,9.0,Month-to-Month,Premium,1378.04,13428.92,Auto Debit,Mobile Data,10.0,2.0,0.0,27.8,1,89.0,13428.92,0.9741115,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7188565614762652
CUST136081,72.0,Male,Kolkata,17.0,One Year,Premium,1142.84,17701.32,Cash,Mobile Data,15.0,0.0,0.0,47.3,0,57.0,17701.32,0.95716536,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7187589731760641
CUST134957,74.0,Male,Mumbai,18.0,Month-to-Month,Standard,912.28,17783.64,Auto Debit,Fiber,3.0,2.0,2.0,70.0,1,26.0,17783.64,0.9568068,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7187346583967532
CUST119823,51.0,Female,Delhi,30.0,Month-to-Month,Standard,832.17,24948.87,Debit Card,Fiber,5.0,4.0,0.0,17.7,1,81.0,24948.87,0.92855495,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.718688901617886
CUST144799,60.0,Female,Jaipur,17.0,Two Year,Premium,1213.66,22507.68,Debit Card,DSL,15.0,2.0,1.0,34.6,1,31.0,22507.68,0.9379934,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7185735982389382
CUST141320,57.0,Female,Chennai,10.0,Month-to-Month,Premium,1081.45,12393.1,Credit Card,Fiber,8.0,1.0,0.0,,1,79.0,12393.1,0.9777696,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7185649519867855
CUST114861,72.0,Female,Ahmedabad,9.0,One Year,Premium,1134.39,11634.4,UPI,Mobile Data,3.0,1.0,0.0,25.4,1,6.0,11634.4,0.9804208,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7183316087640517
CUST114861,,Female,Ahmedabad,9.0,One Year,Premium,1134.39,11634.4,UPI,Mobile Data,3.0,1.0,0.0,25.4,1,6.0,11634.4,0.9804208,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7183316087640517
CUST130924,50.0,Female,Delhi,64.0,Month-to-Month,Standard,862.79,47439.97,Debit Card,Mobile Data,12.0,5.0,1.0,17.7,0,20.0,47439.97,0.83951193,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.718291368283362
CUST142115,62.0,Male,Delhi,13.0,Month-to-Month,Premium,1130.05,14632.16,Debit Card,,13.0,3.0,1.0,53.2,1,7.0,14632.16,0.9684012,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7181726553257125
CUST123972,,Male,Kochi,12.0,Month-to-Month,Standard,972.75,13219.28,UPI,Cable,12.0,2.0,1.0,5.0,1,39.0,13219.28,0.9737949,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7180576764455069
CUST139451,71.0,Male,Chennai,18.0,Month-to-Month,Standard,998.44,15911.14,Net Banking,DSL,7.0,1.0,0.0,54.5,1,50.0,15911.14,0.9630273,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7179328084965526
CUST133931,22.0,Male,Bengaluru,9.0,Month-to-Month,Premium,1277.85,12503.84,Credit Card,Cable,8.0,2.0,1.0,35.5,1,4.0,12503.84,0.9761722,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7177517079332008
CUST147626,18.0,Female,Hyderabad,14.0,Month-to-Month,Premium,1137.79,13950.14,UPI,Fiber,13.0,3.0,2.0,45.3,1,72.0,13950.14,0.9703302,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7176448953058723
CUST108670,66.0,Male,Pune,25.0,Month-to-Month,Standard,923.74,21038.85,UPI,DSL,0.0,1.0,0.0,25.2,1,11.0,21038.85,0.9421909,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7174672266513482
CUST143841,66.0,Male,Kolkata,15.0,Month-to-Month,Premium,1150.09,17125.99,Credit Card,Cable,18.0,0.0,0.0,47.8,1,60.0,17125.99,0.9575727,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7174598649583266
CUST113393,60.0,Male,Kolkata,13.0,One Year,Premium,1239.0,18248.75,Debit Card,Fiber,17.0,2.0,0.0,45.6,1,40.0,18248.75,0.95308584,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7174107446780978
CUST136166,73.0,Male,Chennai,36.0,Two Year,Standard,918.1,34232.1,Auto Debit,,10.0,1.0,0.0,46.1,1,57.0,34232.1,0.8901568,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7173729434039287
CUST136966,44.0,Male,Bengaluru,31.0,One Year,Standard,879.89,29638.0,UPI,Cable,9.0,2.0,1.0,61.2,1,60.0,29638.0,0.9081703,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.717331827065918
CUST131324,51.0,Male,Mumbai,9.0,Month-to-Month,Premium,1152.95,10594.03,Net Banking,,12.0,6.0,1.0,47.0,1,7.0,10594.03,0.983073,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7173233008985684
CUST126444,56.0,Male,,10.0,Month-to-Month,Premium,1417.87,15190.41,UPI,,8.0,2.0,0.0,39.0,1,29.0,15190.41,0.9649841,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.717317945445511
CUST138728,31.0,Female,Bengaluru,13.0,Two Year,Premium,1258.03,14806.48,Credit Card,Cable,7.0,2.0,0.0,34.3,1,39.0,14806.48,0.9664456,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7172837911351106
CUST117885,35.0,Male,Pune,50.0,Month-to-Month,Standard,850.6,47976.94,Auto Debit,Mobile Data,10.0,4.0,0.0,47.7,1,64.0,47976.94,0.8358851,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.717231194909224
CUST123303,61.0,Female,Jaipur,14.0,Two Year,Premium,1277.01,19100.13,Credit Card,Fiber,11.0,4.0,0.0,24.9,1,64.0,19100.13,0.9494494,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7172096107388789
CUST147779,53.0,Female,Delhi,12.0,Two Year,Premium,1333.19,15705.39,Credit Card,Fiber,,1.0,1.0,46.2,1,16.0,15705.39,0.9627634,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7171815304352444
CUST101107,32.0,Female,Delhi,50.0,One Year,Standard,870.42,48839.2,Net Banking,Fiber,14.0,3.0,1.0,31.2,0,70.0,48839.2,0.83230096,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7170966775268898
CUST104195,50.0,Female,Chennai,11.0,Two Year,Premium,1312.78,16049.33,Credit Card,Fiber,15.0,3.0,0.0,61.5,1,81.0,16049.33,0.96112835,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7169840324542756
CUST103626,61.0,Female,Ahmedabad,9.0,Month-to-Month,Premium,1206.52,11744.17,UPI,DSL,2.0,1.0,1.0,59.5,1,32.0,11744.17,0.9779443,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7169003353183445
CUST120839,37.0,Female,Delhi,55.0,One Year,Standard,873.63,50321.28,Credit Card,Cable,11.0,2.0,2.0,51.4,1,39.0,50321.28,0.8260805,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7168235074168605
CUST109547,18.0,Female,Kolkata,18.0,One Year,Premium,1317.79,23569.68,Debit Card,DSL,16.0,1.0,0.0,44.3,1,82.0,23569.68,0.9311394,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.71670021672967
CUST112506,42.0,Other,Kolkata,10.0,Two Year,,1206.84,13165.51,Net Banking,Mobile Data,12.0,2.0,1.0,50.1,1,80.0,13165.51,0.97204065,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.71668163785093
CUST126096,53.0,Male,Ahmedabad,29.0,Month-to-Month,Standard,863.2,25345.62,Net Banking,DSL,7.0,1.0,2.0,59.8,1,56.0,25345.62,0.9240287,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7166130077281561
CUST126096,53.0,Male,Ahmedabad,29.0,Month-to-Month,Standard,863.2,25345.62,Net Banking,DSL,7.0,1.0,2.0,59.8,1,56.0,25345.62,0.9240287,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7166130077281561
CUST107651,39.0,Male,Delhi,40.0,One Year,Standard,894.53,35705.35,UPI,Mobile Data,10.0,1.0,3.0,46.0,1,27.0,35705.35,0.8830994,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7164895449157138
CUST115585,67.0,Male,Mumbai,9.0,Month-to-Month,Premium,1266.4,12541.89,Credit Card,Mobile Data,12.0,2.0,2.0,54.0,1,14.0,12541.89,0.97404623,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7163683351088435
CUST105311,70.0,Female,Ahmedabad,20.0,Month-to-Month,Standard,877.78,16751.52,Net Banking,Cable,6.0,5.0,1.0,52.7,1,70.0,16751.52,0.9574383,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7163345903097698
CUST102572,72.0,Male,Delhi,10.0,Month-to-Month,Premium,1238.43,13398.62,UPI,Fiber,15.0,1.0,1.0,27.9,1,31.0,13398.62,0.9705683,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7162929170399666
CUST119662,64.0,Male,Kolkata,11.0,Month-to-Month,Premium,,10915.27,Debit Card,DSL,14.0,5.0,2.0,34.0,1,65.0,10915.27,0.9800724,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7161074750032923
CUST126239,70.0,Male,Mumbai,16.0,One Year,Premium,1033.64,16771.53,UPI,Fiber,8.0,1.0,1.0,54.1,1,43.0,16771.53,0.9570292,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7161033501113389
CUST135823,26.0,Male,Ahmedabad,25.0,Month-to-Month,Standard,913.7,21093.12,UPI,DSL,10.0,2.0,0.0,29.5,1,40.0,21093.12,0.93985224,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.715979625609971
CUST102500,71.0,Female,Ahmedabad,9.0,One Year,Premium,1178.81,12127.29,Cash,Fiber,6.0,2.0,1.0,,0,45.0,12127.29,0.975089,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7159565907427841
CUST130641,71.0,Female,Ahmedabad,13.0,Two Year,Premium,1230.3,17349.32,UPI,Fiber,9.0,2.0,0.0,29.5,1,75.0,17349.32,0.9544788,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7159091026057347
CUST133463,53.0,Male,Ahmedabad,10.0,Month-to-Month,Premium,1356.02,14733.08,Cash,DSL,8.0,1.0,0.0,39.5,1,12.0,14733.08,0.9647696,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7159084154759605
CUST120459,24.0,Male,Bengaluru,15.0,One Year,Standard,969.0,13104.55,UPI,Fiber,14.0,0.0,1.0,58.7,1,69.0,13104.55,0.97088325,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.715703569475784
CUST127279,47.0,Female,Ahmedabad,41.0,Month-to-Month,Standard,941.29,43849.05,Auto Debit,Mobile Data,14.0,0.0,0.0,45.3,1,8.0,43849.05,0.8498588,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.715646034076341
CUST137357,49.0,Male,Mumbai,15.0,Month-to-Month,Premium,1050.06,13430.1,Auto Debit,Fiber,13.0,1.0,0.0,18.2,1,15.0,13430.1,0.96951574,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7156427692895393
CUST137357,49.0,Male,Mumbai,15.0,Month-to-Month,Premium,1050.06,13430.1,Auto Debit,Fiber,13.0,1.0,0.0,18.2,1,15.0,13430.1,0.96951574,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7156427692895393
CUST137357,49.0,Male,Mumbai,15.0,Month-to-Month,Premium,1050.06,13430.1,Auto Debit,Fiber,13.0,1.0,0.0,18.2,1,15.0,13430.1,0.96951574,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7156427692895393
CUST137357,49.0,Male,Mumbai,15.0,Month-to-Month,Premium,1050.06,13430.1,Auto Debit,Fiber,13.0,1.0,0.0,18.2,1,15.0,13430.1,0.96951574,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7156427692895393
CUST100420,47.0,Female,Delhi,52.0,Month-to-Month,Standard,862.21,41852.58,Cash,Cable,9.0,1.0,1.0,39.6,1,68.0,41852.58,0.8576877,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.71562868645357
CUST100420,47.0,Female,Delhi,52.0,Month-to-Month,Standard,862.21,41852.58,Cash,Cable,9.0,1.0,1.0,39.6,1,68.0,41852.58,0.8576877,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.71562868645357
CUST146907,29.0,Male,Delhi,10.0,Month-to-Month,Premium,1097.77,11635.34,UPI,Fiber,11.0,3.0,0.0,51.2,1,49.0,11635.34,0.976443,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7155497066087178
CUST115357,29.0,Male,Bengaluru,27.0,Month-to-Month,Standard,892.45,22324.95,Net Banking,DSL,15.0,4.0,2.0,13.0,1,63.0,22324.95,0.93427587,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7154681447838864
CUST114814,73.0,Female,Mumbai,18.0,Month-to-Month,Standard,913.74,17479.57,Credit Card,Mobile Data,16.0,3.0,1.0,48.3,1,73.0,17479.57,0.9532456,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7154045113084597
CUST142774,64.0,Male,Ahmedabad,62.0,One Year,Standard,862.46,48246.53,Debit Card,Fiber,2.0,3.0,0.0,62.4,1,10.0,48246.53,0.8321794,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7153796165880228
CUST120954,46.0,Male,Kolkata,13.0,Month-to-Month,Premium,978.18,11896.52,UPI,Cable,17.0,3.0,2.0,38.8,1,64.0,11896.52,0.9751381,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7153555230594656
CUST132311,22.0,Male,Kochi,10.0,Month-to-Month,Premium,1220.27,10752.75,UPI,Cable,10.0,1.0,1.0,35.7,1,72.0,10752.75,0.9793897,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7151821015421809
CUST101700,73.0,Female,Delhi,12.0,One Year,Premium,1216.02,14927.6,Credit Card,Fiber,13.0,2.0,2.0,36.4,1,43.0,14927.6,0.9629561,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7151745955412105
CUST133489,61.0,Other,Kolkata,34.0,Month-to-Month,Standard,944.99,30160.43,UPI,Fiber,23.0,2.0,0.0,38.2,1,89.0,30160.43,0.9028331,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7150343967413934
CUST114485,44.0,Male,Jaipur,11.0,Month-to-Month,Premium,1133.49,14036.98,Debit Card,Fiber,13.0,2.0,0.0,62.7,0,24.0,14036.98,0.96624005,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.715020913067084
CUST131338,32.0,Female,Ahmedabad,20.0,Two Year,Premium,1157.66,23483.36,Auto Debit,Mobile Data,16.0,0.0,0.0,38.0,0,21.0,23483.36,0.9287144,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7147649814709124
CUST131338,32.0,Female,Ahmedabad,20.0,Two Year,Premium,1157.66,23483.36,Auto Debit,Mobile Data,16.0,0.0,0.0,38.0,0,21.0,23483.36,0.9287144,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7147649814709124
CUST114095,36.0,Other,Kolkata,25.0,One Year,Standard,947.12,20226.47,UPI,Fiber,22.0,6.0,0.0,52.0,1,33.0,20226.47,0.941486,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7147368100849264
CUST132672,37.0,Female,Kochi,13.0,One Year,Premium,1263.69,15855.25,Credit Card,Mobile Data,11.0,4.0,1.0,44.3,1,53.0,15855.25,0.9584841,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7145986416312731
CUST107498,35.0,Female,Kochi,9.0,Two Year,Premium,1172.59,10287.91,UPI,Fiber,11.0,1.0,1.0,65.1,1,84.0,10287.91,0.98030096,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7145399842823935
CUST124282,40.0,Male,,10.0,Month-to-Month,Premium,1149.71,11189.14,Credit Card,DSL,14.0,1.0,0.0,35.2,1,88.0,11189.14,0.9767154,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7145117037152179
CUST128843,60.0,Male,Jaipur,11.0,Month-to-Month,Premium,1205.2,14525.01,Net Banking,Fiber,19.0,3.0,0.0,41.9,1,45.0,14525.01,0.9635508,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7144823424626255
CUST134847,61.0,Female,Kochi,32.0,One Year,Standard,909.64,33125.5,Net Banking,Mobile Data,13.0,1.0,1.0,55.2,1,74.0,33125.5,0.8903067,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7144306596738609
CUST142724,64.0,Female,Hyderabad,41.0,One Year,Standard,905.83,38749.26,Auto Debit,,4.0,1.0,1.0,5.8,0,30.0,38749.26,0.8681024,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7143735363662335
CUST125126,61.0,Male,Jaipur,25.0,Month-to-Month,Standard,872.66,22138.35,UPI,Mobile Data,16.0,5.0,3.0,20.1,1,81.0,22138.35,0.933395,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7143377634481715
CUST128762,50.0,Male,Kolkata,44.0,Month-to-Month,Standard,895.39,44319.89,Auto Debit,,0.0,2.0,0.0,54.7,1,25.0,44319.89,0.8458967,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.714169098412045
CUST125552,21.0,Male,Mumbai,54.0,One Year,Standard,835.87,43074.68,Cash,Fiber,10.0,2.0,1.0,16.5,0,86.0,43074.68,0.85069907,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.714101869589806
CUST118588,22.0,Female,Delhi,12.0,Two Year,Premium,1141.89,12314.7,UPI,Mobile Data,12.0,2.0,1.0,48.8,1,56.0,12314.7,0.97157085,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7140099669803901
CUST117191,36.0,Male,Bengaluru,14.0,Two Year,Standard,927.41,11996.93,Auto Debit,DSL,6.0,3.0,1.0,41.5,1,69.0,11996.93,0.97279197,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7139897301709339
CUST121641,74.0,Female,Pune,9.0,Month-to-Month,Standard,915.22,9108.12,Auto Debit,Mobile Data,10.0,6.0,1.0,21.0,1,81.0,9108.12,0.9839924,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7138752373727075
CUST139266,45.0,Female,Pune,14.0,One Year,Premium,1079.43,15208.39,Net Banking,Fiber,13.0,1.0,3.0,46.3,1,0.0,15208.39,0.9599019,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7138098932251912
CUST120337,69.0,Male,Kochi,57.0,One Year,Standard,888.47,54010.49,UPI,Mobile Data,9.0,2.0,0.0,61.2,1,47.0,54010.49,0.8071216,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7137110243998888
CUST135837,23.0,Male,Mumbai,38.0,Month-to-Month,Premium,,34933.06,Auto Debit,Cable,18.0,3.0,0.0,70.5,1,23.0,34933.06,0.88192207,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7135388355656432
CUST145900,67.0,Male,Pune,,Month-to-Month,Premium,1210.57,11266.99,UPI,Fiber,6.0,3.0,0.0,14.3,1,2.0,11266.99,0.97478217,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7133728710340077
CUST116632,49.0,Female,Chennai,15.0,One Year,Standard,955.94,12370.7,Credit Card,Fiber,13.0,3.0,1.0,57.4,1,85.0,12370.7,0.970358,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7133151627602355
CUST133511,31.0,Male,Kolkata,54.0,Month-to-Month,Standard,856.27,51876.69,Debit Card,Cable,12.0,1.0,2.0,24.8,1,40.0,51876.69,0.8148841,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7132690861514133
CUST133511,31.0,Male,Kolkata,54.0,Month-to-Month,Standard,856.27,51876.69,Debit Card,Cable,12.0,1.0,2.0,24.8,1,40.0,51876.69,0.8148841,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7132690861514133
CUST144466,67.0,Female,Pune,27.0,Month-to-Month,Premium,943.29,22154.42,Net Banking,Mobile Data,13.0,2.0,1.0,61.1,1,3.0,22154.42,0.9317775,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.713249705149663
CUST126979,19.0,Other,Kochi,10.0,Month-to-Month,Premium,1186.22,11554.81,Credit Card,Fiber,9.0,1.0,0.0,31.2,1,48.0,11554.81,0.9731916,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7130520115043589
CUST101230,34.0,Male,Pune,13.0,Month-to-Month,Standard,930.06,13447.09,Auto Debit,Fiber,7.0,2.0,0.0,49.3,1,66.0,13447.09,0.9657102,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7130257030005418
CUST128008,32.0,Female,Delhi,8.0,Two Year,Premium,1311.71,10575.29,Auto Debit,Fiber,3.0,0.0,0.0,30.9,1,89.0,10575.29,0.97694665,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7129832625353384
CUST115684,33.0,Female,Ahmedabad,7.0,Month-to-Month,Premium,1127.84,8222.05,UPI,Cable,4.0,2.0,0.0,45.7,1,81.0,8222.05,0.98605216,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7128771480232724
CUST120367,34.0,Male,Chennai,10.0,Two Year,Premium,1147.69,11594.45,Debit Card,Fiber,15.0,0.0,0.0,69.6,1,81.0,11594.45,0.97277373,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7128686265513483
CUST106376,68.0,Male,Hyderabad,13.0,Two Year,Premium,1071.8,14647.71,Net Banking,Fiber,16.0,3.0,0.0,44.9,1,69.0,14647.71,0.96075284,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7128616065588991
CUST143471,66.0,Male,Chennai,10.0,Month-to-Month,Premium,1273.1,14118.21,Credit Card,Cable,8.0,4.0,0.0,57.2,1,32.0,14118.21,0.9628096,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7128432996455235
CUST101823,35.0,Female,Jaipur,15.0,One Year,Premium,1081.28,16181.77,Debit Card,,18.0,1.0,0.0,41.4,1,48.0,16181.77,0.9546573,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7128190111340866
CUST147165,39.0,Female,Mumbai,38.0,Two Year,Standard,875.45,29920.41,Debit Card,Cable,1.0,1.0,2.0,31.3,1,65.0,29920.41,0.9006097,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7128170694410708
CUST125675,55.0,Female,Mumbai,35.0,Two Year,Standard,859.72,32862.9,Net Banking,Mobile Data,7.0,4.0,1.0,56.9,0,52.0,32862.9,0.889027,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7128117532587663
CUST119981,41.0,Female,Delhi,68.0,Month-to-Month,Standard,879.02,64683.26,UPI,Cable,13.0,4.0,1.0,42.4,1,22.0,64683.26,0.7638497,High Risk,High Value,Priority - High Value,High,Targeted retention offer and support follow-up,0.7128097804657766
CUST145305,33.0,Female,Kochi,53.0,Two Year,Standard,852.33,45830.09,UPI,Fiber,5.0,3.0,1.0,52.6,1,19.0,45830.09,0.8379222,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.7127455052275272
CUST144229,20.0,Male,Bengaluru,13.0,Two Year,Premium,1108.41,13566.42,Credit Card,Mobile Data,10.0,1.0,1.0,29.3,1,16.0,13566.42,0.9648375,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7127434079229409
CUST111773,40.0,Male,Kochi,9.0,Month-to-Month,Premium,1157.16,11239.1,Auto Debit,Mobile Data,23.0,0.0,0.0,31.8,1,65.0,11239.1,0.97382516,Critical Risk,Low Value,High Risk - Low Value,High,Targeted engagement campaign,0.7126261155581015
