Customer_ID,Age,Gender,Location,Tenure,Contract_Type,Subscription_Plan,Monthly_Charges,Total_Charges,Payment_Method,Internet_Service,Login_Frequency,Support_Tickets,Complaints,Avg_Session_Duration,Last_Login,Churn
CUST139809,62.0,female,Mumbai,50.0,Month-to-Month,Basic,278.29,15383.64,Debit Card,Fiber,10.0,0.0,1.0,25.5,2026-08-09,0
CUST130546,21.0,female,Bengaluru,52.0,Month-to-Month,Standard,799.92,41013.28,UPI,Mobile Data,15.0,2.0,1.0,46.9,2026-09-09,0
CUST107668,45.0,female,Pune,48.0,Month-to-Month,Standard,685.25,36942.94,Net Banking,DSL,12.0,2.0,0.0,28.2,2026-09-03,0
CUST128074,70.0,male,Kochi,16.0,Two Year,Standard,891.8,15387.46,Credit Card,,6.0,2.0,0.0,26.7,2026-08-08,1
CUST134015,61.0,female,Delhi,71.0,One Year,Standard,735.86,54443.69,Credit Card,Cable,10.0,2.0,0.0,40.0,2026-08-01,0
CUST131119,57.0,female,Jaipur,18.0,Two Year,Basic,716.24,,UPI,Fiber,10.0,1.0,1.0,53.0,2026-07-16,0
CUST100461,59.0,female,Chennai,44.0,Two Year,Basic,406.9,15973.57,UPI,Fiber,11.0,0.0,0.0,56.2,2026-07-03,0
CUST128187,75.0,male,Ahmedabad,19.0,One Year,Basic,431.99,9171.58,Auto Debit,Fiber,12.0,2.0,0.0,56.5,2026-09-10,0
CUST125681,72.0,female,Delhi,67.0,Month-to-Month,Basic,498.9,33177.05,UPI,DSL,15.0,1.0,0.0,41.8,2026-09-09,0
CUST111681,33.0,male,Delhi,64.0,Two Year,Basic,423.24,30382.77,UPI,DSL,11.0,3.0,1.0,43.0,2026-06-25,0
CUST112948,50.0,male,Hyderabad,45.0,One Year,Basic,636.18,25096.47,Cash,DSL,23.0,3.0,2.0,50.7,2026-07-15,0
CUST114238,31.0,male,Pune,43.0,One Year,Standard,904.34,40478.98,UPI,Fiber,8.0,1.0,0.0,42.6,2026-07-10,1
CUST107687,22.0,other,Chennai,30.0,Two Year,Standard,860.36,25101.31,Auto Debit,Fiber,9.0,1.0,2.0,37.7,2026-08-27,1
CUST146605,28.0,female,Mumbai,49.0,One Year,Basic,455.13,24382.63,Net Banking,Cable,17.0,4.0,0.0,38.0,2026-07-21,0
CUST123443,19.0,male,Bengaluru,67.0,Two Year,Basic,652.89,38086.9,Debit Card,Fiber,15.0,4.0,0.0,90.5,2026-08-19,0
CUST109932,18.0,male,Pune,9.0,Month-to-Month,Premium,1166.79,9593.6,Debit Card,Cable,6.0,2.0,0.0,32.9,2026-07-21,1
CUST132939,75.0,female,Bengaluru,8.0,Month-to-Month,Basic,456.97,3239.72,Debit Card,Fiber,5.0,3.0,0.0,39.4,2026-08-15,1
CUST128217,28.0,female,Hyderabad,72.0,One Year,Basic,638.15,49077.02,Auto Debit,Cable,13.0,2.0,2.0,52.4,2026-07-27,0
CUST108455,69.0,female,Kolkata,54.0,Two Year,Standard,715.37,36791.57,Net Banking,,7.0,1.0,0.0,5.0,2026-08-15,0
CUST105842,75.0,female,Jaipur,47.0,Month-to-Month,Basic,490.65,21572.73,Debit Card,DSL,7.0,5.0,0.0,61.0,2026-07-23,0
CUST113376,69.0,male,Bengaluru,21.0,One Year,Premium,1367.36,25034.5,Auto Debit,Mobile Data,14.0,4.0,1.0,38.1,2026-06-29,1
CUST137380,20.0,female,Kolkata,68.0,One Year,Premium,1216.32,83377.87,UPI,DSL,9.0,2.0,2.0,51.0,2026-06-21,1
CUST102136,57.0,male,Hyderabad,30.0,One Year,Standard,706.01,22261.49,UPI,DSL,13.0,2.0,0.0,21.0,2026-06-21,1
CUST107818,49.0,male,Pune,15.0,Month-to-Month,Basic,547.2,9127.18,UPI,Fiber,20.0,2.0,1.0,56.5,2026-07-20,0
CUST101378,61.0,female,Jaipur,21.0,Month-to-Month,Basic,477.84,11073.52,Auto Debit,Fiber,15.0,0.0,1.0,21.5,2026-07-27,0
CUST110176,47.0,male,Jaipur,39.0,Month-to-Month,Standard,858.89,28541.94,UPI,Cable,10.0,5.0,0.0,49.0,2026-08-21,1
CUST104690,59.0,female,Ahmedabad,58.0,Month-to-Month,Basic,533.32,28332.66,Credit Card,Mobile Data,9.0,2.0,2.0,33.9,2026-08-30,0
CUST128427,71.0,female,Ahmedabad,37.0,Month-to-Month,Basic,559.71,23318.99,Net Banking,Fiber,17.0,1.0,0.0,39.1,2026-07-24,0
CUST146128,62.0,male,Chennai,32.0,One Year,,863.13,27842.61,Credit Card,Mobile Data,11.0,0.0,0.0,40.5,2026-07-10,1
CUST120185,28.0,male,Delhi,40.0,Month-to-Month,Standard,924.35,37408.39,Net Banking,DSL,18.0,3.0,1.0,86.2,2026-07-22,1
CUST138075,43.0,female,Jaipur,51.0,Month-to-Month,Basic,414.35,19048.72,Debit Card,Fiber,0.0,2.0,2.0,29.6,2026-07-27,0
CUST140578,64.0,male,Delhi,12.0,Month-to-Month,Premium,1099.15,12346.07,Net Banking,Cable,11.0,3.0,1.0,20.5,2026-07-02,1
CUST111814,54.0,male,Kolkata,37.0,Month-to-Month,Standard,709.91,28561.4,UPI,Fiber,24.0,0.0,1.0,72.6,2026-07-04,1
CUST127521,54.0,female,Mumbai,65.0,Two Year,Basic,556.56,39818.35,UPI,Mobile Data,11.0,4.0,1.0,29.1,2026-09-02,0
CUST142505,50.0,female,Kolkata,8.0,Month-to-Month,Basic,622.55,5460.35,Cash,Fiber,1.0,1.0,0.0,22.8,2026-07-13,0
CUST124354,43.0,male,Chennai,13.0,One Year,Standard,891.61,12940.15,Net Banking,Mobile Data,13.0,1.0,1.0,15.9,2026-09-10,1
CUST122295,59.0,female,Bengaluru,47.0,Two Year,Premium,1247.76,63758.95,Credit Card,Fiber,16.0,0.0,2.0,19.0,2026-08-14,1
CUST147725,23.0,female,Jaipur,72.0,Two Year,Basic,,37239.59,UPI,Fiber,0.0,5.0,0.0,39.8,2026-07-12,0
CUST131462,42.0,female,Bengaluru,27.0,One Year,Standard,660.01,18917.79,Auto Debit,DSL,2.0,4.0,0.0,50.9,2026-09-12,0
CUST131870,36.0,female,Bengaluru,34.0,One Year,Standard,811.11,23795.85,UPI,DSL,12.0,3.0,0.0,44.5,2026-07-22,1
CUST139164,41.0,female,Mumbai,49.0,Two Year,Standard,607.42,25802.63,UPI,Mobile Data,10.0,0.0,1.0,44.0,2026-07-14,0
CUST147877,67.0,male,Hyderabad,53.0,Month-to-Month,Standard,869.64,46923.5,Credit Card,Cable,6.0,1.0,0.0,40.1,2026-07-14,1
CUST104257,36.0,female,Delhi,35.0,Month-to-Month,Basic,441.38,15314.54,Cash,DSL,8.0,3.0,1.0,20.8,2026-07-18,0
CUST105188,25.0,male,Delhi,53.0,Two Year,Basic,316.96,15250.42,Debit Card,Mobile Data,22.0,4.0,1.0,63.5,2026-08-13,1
CUST129761,33.0,male,Hyderabad,40.0,Month-to-Month,Premium,1028.45,37229.01,Debit Card,Fiber,12.0,3.0,0.0,37.2,2026-07-12,1
CUST104741,33.0,female,Pune,17.0,Month-to-Month,Standard,686.09,10405.95,Debit Card,Mobile Data,13.0,3.0,1.0,32.1,2026-09-10,0
CUST147836,43.0,male,Kolkata,42.0,Month-to-Month,Basic,401.19,18371.69,Auto Debit,Fiber,14.0,2.0,1.0,45.3,2026-06-27,0
CUST106014,52.0,male,Kolkata,44.0,Two Year,Basic,452.75,21987.96,Cash,Fiber,4.0,4.0,0.0,42.9,2026-06-14,0
CUST116056,60.0,female,Kolkata,38.0,Two Year,Standard,796.99,33256.2,UPI,DSL,14.0,2.0,1.0,56.1,2026-08-21,0
CUST103701,26.0,female,Kolkata,53.0,Month-to-Month,Standard,808.55,39960.13,Debit Card,Fiber,10.0,1.0,0.0,37.0,2026-07-14,0
CUST100217,22.0,male,Kolkata,47.0,Month-to-Month,Basic,486.14,21248.53,Debit Card,Mobile Data,13.0,1.0,0.0,40.3,2026-08-30,0
CUST140469,31.0,male,Pune,65.0,Two Year,Standard,661.43,48657.33,Credit Card,Cable,15.0,1.0,0.0,16.0,2026-06-15,0
CUST123895,64.0,female,Mumbai,30.0,Two Year,Premium,1075.17,31626.84,Debit Card,DSL,11.0,3.0,1.0,47.4,2026-09-12,1
CUST130501,31.0,female,Delhi,13.0,Month-to-Month,Standard,759.42,9782.55,UPI,DSL,16.0,2.0,0.0,17.8,2026-07-01,0
CUST127238,18.0,female,Ahmedabad,5.0,Month-to-Month,Standard,871.48,4713.03,Cash,Mobile Data,20.0,0.0,0.0,44.0,2026-08-18,1
CUST113884,46.0,male,Hyderabad,55.0,Two Year,Premium,1020.86,57442.75,Credit Card,Cable,9.0,3.0,1.0,60.8,2026-06-17,1
CUST121548,51.0,female,Ahmedabad,64.0,Month-to-Month,Basic,572.93,33447.55,Auto Debit,Cable,17.0,1.0,1.0,53.8,2026-08-21,0
CUST122511,64.0,male,Kolkata,57.0,One Year,Standard,838.37,46226.49,Credit Card,DSL,1.0,3.0,1.0,34.7,2026-08-31,1
CUST111036,29.0,male,Kochi,41.0,One Year,Premium,1235.88,54517.7,Cash,Mobile Data,2.0,1.0,0.0,49.4,2026-08-13,1
CUST120692,66.0,female,Pune,62.0,Two Year,Premium,1155.86,64693.24,Credit Card,DSL,15.0,1.0,0.0,33.0,2026-08-31,1
CUST135721,33.0,male,Ahmedabad,66.0,Month-to-Month,Basic,425.86,30447.42,Cash,Mobile Data,9.0,7.0,3.0,31.3,2026-08-14,0
CUST114505,34.0,male,Bengaluru,43.0,Month-to-Month,Basic,474.22,18700.89,Auto Debit,Fiber,16.0,3.0,1.0,12.5,2026-07-23,0
CUST107894,30.0,male,Pune,17.0,Month-to-Month,Standard,841.05,12256.22,Credit Card,DSL,11.0,5.0,0.0,55.8,2026-08-20,1
CUST127680,47.0,female,Delhi,51.0,Two Year,Premium,1426.69,80353.0,Net Banking,DSL,10.0,2.0,0.0,61.5,2026-08-14,1
CUST105909,64.0,male,Kochi,14.0,One Year,Standard,876.65,13932.41,Net Banking,Cable,12.0,3.0,0.0,39.9,2026-07-06,1
CUST104505,18.0,male,Kochi,17.0,One Year,Basic,670.89,12189.19,UPI,Fiber,21.0,0.0,2.0,27.9,2026-08-27,0
CUST109087,57.0,male,Delhi,11.0,Two Year,Standard,725.15,6872.34,Credit Card,Fiber,5.0,3.0,1.0,62.9,2026-08-17,0
CUST102329,19.0,female,Chennai,30.0,Month-to-Month,Standard,836.52,24758.99,Credit Card,DSL,12.0,3.0,0.0,42.0,2026-07-30,1
CUST144442,35.0,male,Ahmedabad,16.0,Two Year,Premium,1209.26,18738.18,Auto Debit,Fiber,10.0,4.0,1.0,60.4,2026-08-04,1
CUST132784,70.0,female,Hyderabad,67.0,Month-to-Month,Basic,414.35,31522.03,UPI,Mobile Data,5.0,4.0,2.0,41.9,2026-06-24,0
CUST147360,30.0,female,Bengaluru,35.0,One Year,Premium,1096.28,43677.09,Auto Debit,Cable,10.0,1.0,0.0,32.0,2026-08-06,1
CUST146675,24.0,male,Hyderabad,51.0,Month-to-Month,Standard,677.24,30293.14,Net Banking,Mobile Data,19.0,1.0,2.0,54.8,2026-08-23,0
CUST115855,59.0,female,Delhi,18.0,Two Year,Basic,450.47,7399.49,Auto Debit,,19.0,2.0,1.0,60.6,2026-06-30,0
CUST128638,54.0,female,Ahmedabad,56.0,Month-to-Month,Standard,732.56,42455.56,Net Banking,Fiber,13.0,2.0,3.0,50.4,2026-08-16,0
CUST142205,41.0,male,Delhi,59.0,One Year,Basic,594.67,34856.89,Credit Card,Fiber,0.0,2.0,,42.8,2026-07-13,0
CUST112958,32.0,female,Mumbai,10.0,Month-to-Month,Basic,604.37,6031.51,Credit Card,DSL,17.0,2.0,1.0,33.4,2026-07-06,0
CUST135130,53.0,female,Bengaluru,35.0,Two Year,Premium,1176.45,36743.45,UPI,Cable,11.0,2.0,0.0,60.3,2026-06-14,1
CUST115147,30.0,male,Mumbai,6.0,Two Year,Premium,1374.52,9135.43,UPI,Cable,11.0,3.0,0.0,18.4,2026-06-14,1
CUST131308,36.0,male,Delhi,22.0,Month-to-Month,Basic,411.61,9536.53,UPI,Cable,9.0,3.0,0.0,58.8,2026-08-12,0
CUST107415,31.0,female,Ahmedabad,54.0,Month-to-Month,Standard,908.65,48528.06,,DSL,21.0,1.0,0.0,54.9,2026-07-09,0
CUST106309,40.0,male,Jaipur,10.0,Month-to-Month,Standard,864.28,8311.96,UPI,Cable,13.0,1.0,0.0,39.2,2026-06-27,1
CUST127368,59.0,male,Hyderabad,8.0,Month-to-Month,Premium,1351.59,12251.51,UPI,Cable,11.0,1.0,0.0,47.3,2026-08-12,1
CUST109847,51.0,male,Hyderabad,25.0,Month-to-Month,Standard,832.66,20482.92,Net Banking,Fiber,13.0,0.0,2.0,50.0,2026-06-25,0
CUST113371,36.0,male,Hyderabad,58.0,Month-to-Month,Standard,769.82,51151.33,UPI,DSL,13.0,0.0,4.0,52.2,2026-06-25,0
CUST145334,48.0,female,Hyderabad,35.0,One Year,Premium,1185.17,40416.47,Net Banking,Fiber,15.0,2.0,0.0,29.8,,1
CUST133177,27.0,female,Kochi,68.0,One Year,Standard,897.62,54895.49,Net Banking,Mobile Data,12.0,1.0,0.0,53.4,2026-09-05,1
CUST132130,38.0,male,Hyderabad,58.0,One Year,Standard,958.09,62843.72,Auto Debit,Fiber,12.0,2.0,1.0,22.9,2026-06-22,1
CUST117213,74.0,female,Bengaluru,23.0,One Year,Standard,841.8,19091.94,Auto Debit,,17.0,0.0,0.0,23.5,2026-09-05,0
CUST124295,59.0,female,Kolkata,25.0,Month-to-Month,Basic,513.04,10998.17,Debit Card,DSL,11.0,3.0,0.0,36.0,2026-09-08,0
CUST113745,36.0,female,Delhi,31.0,One Year,Premium,1209.63,31951.55,Debit Card,Cable,11.0,3.0,2.0,47.2,2026-08-04,1
CUST102437,55.0,male,Hyderabad,43.0,One Year,Basic,439.08,17061.02,Net Banking,DSL,9.0,1.0,1.0,42.0,2026-08-27,0
CUST122106,68.0,male,Pune,4.0,One Year,Basic,408.17,1614.64,UPI,DSL,16.0,3.0,0.0,36.5,2026-08-19,0
CUST147786,45.0,female,Bengaluru,17.0,One Year,Premium,1097.62,16769.16,Debit Card,DSL,16.0,3.0,0.0,22.3,2026-06-19,1
CUST134895,38.0,female,Pune,65.0,One Year,Basic,550.93,39417.73,Net Banking,Mobile Data,15.0,3.0,1.0,70.1,2026-07-10,0
CUST120411,24.0,male,Jaipur,37.0,Month-to-Month,Basic,569.16,20302.11,UPI,Cable,17.0,3.0,2.0,17.5,2026-08-20,0
CUST132237,67.0,female,Mumbai,35.0,,Basic,474.85,17339.69,Credit Card,Mobile Data,16.0,3.0,0.0,29.5,2026-08-09,0
CUST130913,58.0,male,Pune,13.0,Month-to-Month,Standard,838.16,10674.33,Auto Debit,Cable,8.0,2.0,0.0,50.9,2026-09-08,0
CUST139237,31.0,male,,37.0,Month-to-Month,Basic,497.96,19590.75,Auto Debit,Fiber,8.0,1.0,0.0,37.0,2026-07-31,0
CUST132885,27.0,female,Delhi,36.0,Month-to-Month,Standard,853.37,29998.81,UPI,DSL,13.0,1.0,1.0,43.2,2026-07-17,1
CUST142110,21.0,other,Hyderabad,57.0,Two Year,Standard,695.06,34422.13,,DSL,12.0,0.0,0.0,20.1,2026-07-20,0
CUST139510,41.0,female,Hyderabad,27.0,Month-to-Month,Standard,817.72,25219.55,Net Banking,DSL,19.0,2.0,1.0,53.6,2026-08-26,1
CUST141122,75.0,female,Ahmedabad,47.0,One Year,Premium,1176.38,50987.29,Auto Debit,Cable,11.0,3.0,0.0,21.1,2026-07-21,1
CUST129711,53.0,female,Delhi,20.0,Month-to-Month,Standard,676.08,12714.75,UPI,Fiber,0.0,2.0,1.0,55.4,2026-06-24,0
CUST133117,63.0,female,Pune,45.0,One Year,Standard,679.01,33958.7,Credit Card,Mobile Data,10.0,0.0,2.0,27.8,2026-07-20,0
CUST109350,56.0,male,Hyderabad,53.0,Month-to-Month,Basic,462.27,21500.13,Debit Card,Cable,22.0,0.0,0.0,16.0,2026-07-03,0
CUST120841,74.0,male,Bengaluru,28.0,Month-to-Month,Standard,909.63,22447.22,,Cable,11.0,1.0,0.0,50.9,2026-06-21,1
CUST140354,57.0,female,Bengaluru,14.0,Two Year,Standard,858.54,11733.85,Auto Debit,Mobile Data,11.0,2.0,0.0,48.8,2026-07-10,1
CUST117240,60.0,male,Mumbai,10.0,Month-to-Month,Standard,842.88,8938.8,Debit Card,,19.0,2.0,0.0,41.5,2026-08-16,0
CUST121142,50.0,female,Hyderabad,53.0,Month-to-Month,Basic,577.78,33028.99,Net Banking,Mobile Data,24.0,4.0,1.0,65.2,2026-08-10,0
CUST116177,51.0,female,Bengaluru,57.0,One Year,Standard,805.1,47655.7,Cash,Mobile Data,9.0,2.0,0.0,20.6,2026-08-25,0
CUST112832,27.0,male,Ahmedabad,43.0,Two Year,Basic,627.66,29915.05,Cash,DSL,12.0,1.0,0.0,36.9,2026-07-01,0
CUST138589,47.0,female,Kochi,39.0,Month-to-Month,Basic,426.33,16534.66,Debit Card,Cable,11.0,4.0,1.0,62.8,2026-06-14,0
CUST133702,63.0,male,Jaipur,23.0,Month-to-Month,Premium,1187.2,27379.33,UPI,Fiber,5.0,0.0,1.0,51.1,2026-08-28,1
CUST145872,37.0,female,Kochi,17.0,Month-to-Month,Basic,512.23,9860.09,UPI,Fiber,22.0,0.0,0.0,14.4,2026-09-01,0
CUST136995,52.0,male,Bengaluru,20.0,One Year,Standard,673.29,15131.48,Debit Card,Fiber,14.0,2.0,2.0,65.4,2026-08-03,0
CUST107201,57.0,female,Bengaluru,8.0,Month-to-Month,Basic,431.75,3478.27,Auto Debit,Fiber,20.0,6.0,1.0,,2026-07-08,0
CUST136990,37.0,female,Kolkata,14.0,Month-to-Month,Standard,948.04,14719.44,Net Banking,DSL,14.0,2.0,1.0,46.9,2026-08-27,1
CUST145963,54.0,male,Ahmedabad,62.0,Two Year,Standard,,41035.75,UPI,Fiber,7.0,0.0,,57.2,2026-06-30,0
CUST100891,23.0,male,Jaipur,29.0,Month-to-Month,Standard,845.46,23738.36,UPI,Fiber,20.0,1.0,0.0,16.3,2026-07-01,0
CUST141036,73.0,female,Ahmedabad,26.0,One Year,Basic,458.09,12171.74,Debit Card,Cable,14.0,3.0,0.0,46.1,2026-07-11,0
CUST107891,30.0,male,Kolkata,7.0,Two Year,Standard,776.66,5345.23,Credit Card,Fiber,0.0,0.0,0.0,45.9,2026-07-15,0
CUST120400,64.0,male,Pune,64.0,Month-to-Month,Premium,1333.22,97949.21,,DSL,19.0,2.0,0.0,51.8,2026-06-22,1
CUST116228,60.0,female,Delhi,34.0,Month-to-Month,Standard,786.82,26195.64,Credit Card,Fiber,13.0,4.0,0.0,23.1,2026-07-11,0
CUST105688,32.0,female,Hyderabad,65.0,Month-to-Month,Standard,807.0,53538.71,Debit Card,Fiber,,0.0,1.0,47.6,2026-07-06,0
CUST131163,28.0,male,Delhi,21.0,One Year,Premium,1235.75,29530.55,Credit Card,Fiber,4.0,2.0,0.0,43.0,2026-08-10,1
CUST143029,53.0,male,Pune,42.0,One Year,Basic,462.68,21677.28,Auto Debit,Cable,8.0,4.0,2.0,66.6,2026-08-29,0
CUST147388,26.0,male,Bengaluru,71.0,Two Year,Standard,828.15,50966.96,Credit Card,DSL,21.0,1.0,0.0,38.8,2026-06-15,0
CUST145402,36.0,female,Chennai,9.0,Month-to-Month,Standard,1017.57,9663.7,UPI,,16.0,3.0,3.0,36.5,2026-07-02,1
CUST141757,33.0,female,Pune,14.0,One Year,Premium,1149.49,16543.5,Net Banking,DSL,15.0,2.0,0.0,65.6,2026-08-08,1
CUST108529,71.0,male,Kochi,67.0,Month-to-Month,Premium,1099.21,74087.46,Cash,Fiber,8.0,1.0,,58.4,2026-06-30,1
CUST140909,39.0,male,Kolkata,26.0,Month-to-Month,Basic,587.06,14717.27,Credit Card,DSL,11.0,2.0,2.0,59.1,2026-07-31,0
CUST100652,55.0,female,Ahmedabad,9.0,Month-to-Month,Basic,530.71,4508.12,Net Banking,,8.0,2.0,1.0,41.3,2026-07-03,0
CUST113907,69.0,male,Hyderabad,14.0,Month-to-Month,Basic,531.18,7651.58,Debit Card,DSL,10.0,1.0,0.0,51.3,2026-08-29,0
CUST123232,26.0,male,Kolkata,26.0,One Year,Premium,1103.3,29450.6,Credit Card,DSL,18.0,2.0,3.0,54.8,2026-08-26,1
CUST123344,55.0,male,Mumbai,16.0,One Year,Premium,1117.69,18856.01,UPI,Fiber,12.0,0.0,0.0,31.6,2026-06-14,1
CUST127498,27.0,male,Kolkata,5.0,Month-to-Month,Basic,554.96,2628.95,Debit Card,DSL,7.0,3.0,1.0,66.2,2026-08-02,0
CUST105011,67.0,female,Mumbai,22.0,One Year,Standard,983.03,18478.79,Debit Card,DSL,13.0,2.0,0.0,50.4,2026-08-26,1
CUST118149,29.0,female,Delhi,27.0,One Year,Basic,391.75,11739.19,Credit Card,Fiber,5.0,5.0,1.0,63.4,2026-06-25,0
CUST136688,52.0,male,Kochi,29.0,Two Year,Standard,855.03,23800.86,Debit Card,DSL,12.0,3.0,1.0,45.0,2026-07-21,0
CUST128577,44.0,female,Mumbai,37.0,One Year,Standard,756.41,26248.53,Debit Card,DSL,12.0,0.0,1.0,38.9,2026-08-15,0
CUST134714,51.0,male,Kolkata,19.0,One Year,Basic,594.78,11710.4,Net Banking,DSL,19.0,1.0,0.0,37.0,2026-07-31,0
CUST133392,42.0,male,Kochi,61.0,Month-to-Month,Standard,757.41,52362.21,UPI,Cable,14.0,2.0,0.0,23.3,2026-07-12,0
CUST113846,42.0,male,Delhi,60.0,Month-to-Month,Standard,752.96,42802.01,Cash,DSL,,2.0,0.0,51.5,2026-07-25,0
CUST146160,30.0,female,Jaipur,72.0,Month-to-Month,Premium,1110.45,70839.77,Auto Debit,Cable,14.0,2.0,1.0,54.5,2026-07-30,1
CUST135268,70.0,male,Jaipur,48.0,One Year,Premium,1300.84,57980.79,UPI,Mobile Data,14.0,3.0,0.0,49.4,2026-06-15,1
CUST102555,74.0,male,Jaipur,45.0,Month-to-Month,Basic,402.97,20082.28,Credit Card,Mobile Data,2.0,3.0,1.0,55.1,2026-08-30,0
CUST103715,60.0,male,Chennai,26.0,One Year,Premium,1197.91,27266.77,Debit Card,Fiber,15.0,5.0,0.0,35.7,2026-09-01,1
CUST116564,52.0,male,Hyderabad,18.0,Two Year,Standard,767.38,13838.05,UPI,Cable,17.0,4.0,2.0,68.9,2026-07-07,0
CUST124881,63.0,female,Ahmedabad,21.0,One Year,Standard,863.59,18376.1,Net Banking,Fiber,13.0,5.0,1.0,45.7,2026-07-18,1
CUST121280,35.0,male,Chennai,19.0,Month-to-Month,Basic,463.4,9499.5,Credit Card,DSL,9.0,1.0,0.0,39.3,2026-08-22,0
CUST138942,40.0,male,Delhi,17.0,Month-to-Month,Basic,554.27,10320.89,UPI,Fiber,14.0,1.0,,37.4,2026-06-18,0
CUST112388,46.0,male,Kochi,43.0,Month-to-Month,Standard,670.69,31806.63,,Mobile Data,11.0,2.0,1.0,30.4,2026-06-22,1
CUST133417,45.0,male,Chennai,10.0,Month-to-Month,Basic,473.85,4293.19,Debit Card,Cable,11.0,1.0,1.0,43.1,2026-08-22,0
CUST111809,65.0,male,Mumbai,69.0,One Year,Basic,338.03,26403.83,Cash,DSL,3.0,2.0,0.0,51.6,2026-09-09,0
CUST125954,56.0,female,Chennai,20.0,One Year,Basic,550.65,12649.04,UPI,DSL,14.0,4.0,0.0,15.4,2026-07-29,0
CUST119322,38.0,female,Delhi,12.0,One Year,Standard,822.7,9602.21,Net Banking,Cable,11.0,1.0,0.0,9.7,2026-07-18,1
CUST143437,25.0,female,Kolkata,3.0,One Year,Basic,500.09,1335.94,UPI,Mobile Data,14.0,,0.0,37.6,2026-06-17,0
CUST126429,28.0,male,Chennai,7.0,Two Year,Standard,893.07,6763.7,Auto Debit,Cable,4.0,1.0,0.0,45.1,2026-07-28,1
CUST134883,60.0,female,Mumbai,57.0,Month-to-Month,Basic,656.46,41484.95,UPI,Cable,9.0,4.0,0.0,31.0,2026-07-05,0
CUST110010,20.0,male,Jaipur,35.0,Two Year,Standard,850.11,26086.45,Auto Debit,Fiber,11.0,4.0,0.0,28.0,2026-06-27,1
CUST127091,55.0,female,Jaipur,24.0,One Year,Premium,1314.69,31346.0,Cash,Fiber,21.0,3.0,0.0,60.6,2026-07-25,1
CUST109126,33.0,male,Kochi,21.0,Month-to-Month,Basic,431.13,9337.11,Cash,,17.0,3.0,1.0,36.4,2026-07-29,0
CUST137456,31.0,male,Pune,69.0,Month-to-Month,Basic,474.85,30433.36,Net Banking,Fiber,18.0,3.0,0.0,65.0,2026-09-12,0
CUST125295,56.0,male,Hyderabad,51.0,Month-to-Month,Basic,457.81,23070.69,Credit Card,Fiber,2.0,5.0,1.0,50.3,2026-08-07,0
CUST129214,31.0,female,Mumbai,1.0,One Year,Standard,824.2,915.43,Credit Card,Fiber,22.0,1.0,0.0,34.3,2026-08-07,0
CUST108518,73.0,female,Chennai,58.0,One Year,Premium,1132.25,65959.77,Credit Card,Fiber,11.0,2.0,0.0,41.6,2026-07-25,1
CUST117714,69.0,female,Delhi,2.0,Month-to-Month,Standard,687.29,1380.61,Net Banking,Fiber,17.0,1.0,1.0,62.4,2026-07-05,0
CUST122947,18.0,female,Hyderabad,19.0,One Year,Standard,828.56,16615.95,Auto Debit,DSL,22.0,0.0,0.0,41.0,2026-07-29,1
CUST137539,19.0,female,Kolkata,72.0,Month-to-Month,Standard,737.21,48613.37,UPI,DSL,13.0,2.0,0.0,46.7,2026-07-30,0
CUST108275,22.0,female,Delhi,42.0,One Year,Standard,793.57,35627.24,Auto Debit,DSL,6.0,2.0,1.0,40.1,2026-08-19,0
CUST134449,21.0,female,Jaipur,65.0,Two Year,Standard,666.36,37744.13,Credit Card,Cable,9.0,4.0,0.0,44.9,2026-07-18,0
CUST120265,46.0,female,Delhi,36.0,Month-to-Month,Premium,1313.76,50609.65,Cash,Cable,15.0,3.0,0.0,31.0,2026-08-11,1
CUST103960,30.0,male,Bengaluru,20.0,One Year,Basic,426.91,8372.42,UPI,Cable,20.0,3.0,3.0,,2026-06-14,0
CUST130339,37.0,female,Hyderabad,42.0,One Year,Basic,576.71,22026.85,Cash,Cable,13.0,3.0,2.0,17.9,2026-07-20,0
CUST129619,38.0,male,Ahmedabad,55.0,One Year,Premium,1249.03,77472.42,Net Banking,Mobile Data,13.0,1.0,0.0,58.5,2026-07-04,1
CUST104827,29.0,female,Delhi,54.0,Month-to-Month,Basic,561.16,29439.57,Net Banking,,15.0,2.0,1.0,31.5,2026-06-20,0
CUST132086,29.0,female,Jaipur,40.0,One Year,Standard,919.09,32545.13,Net Banking,Fiber,20.0,3.0,0.0,49.0,2026-06-22,0
CUST110172,41.0,female,Kolkata,36.0,Month-to-Month,Standard,934.89,31849.69,Net Banking,Mobile Data,15.0,3.0,1.0,24.4,2026-09-06,1
CUST110784,40.0,female,Hyderabad,26.0,Month-to-Month,Standard,770.29,19231.79,Auto Debit,DSL,8.0,1.0,0.0,25.5,2026-07-30,0
CUST117691,19.0,female,Hyderabad,45.0,Month-to-Month,Premium,1185.61,55291.53,Debit Card,Mobile Data,15.0,4.0,1.0,77.2,2026-08-29,1
CUST145905,45.0,male,Hyderabad,54.0,Month-to-Month,Standard,790.94,37108.21,UPI,Cable,9.0,2.0,0.0,51.9,2026-08-30,0
CUST139304,34.0,male,Kolkata,42.0,Month-to-Month,Basic,581.99,26815.52,Auto Debit,DSL,9.0,2.0,0.0,40.0,2026-08-24,0
